timestamp,action_type,hand_speed,leg_speed,movement_intensity,l_elbow_angle,r_elbow_angle,l_hand_speed,r_hand_speed
21.5581,backward_movement,0.6463,0.2228,0.4346,27.88,76.91,0.3742,0.6463
21.5915,backward_movement,0.2312,0.3821,0.3067,39.05,71.5,0.1708,0.2312
21.6248,guard_position,1.2196,0.4195,0.8195,58.37,65.14,0.3771,1.2196
21.6582,backward_movement,0.9839,0.4139,0.6989,58.5,71.02,0.9839,0.2547
21.6916,backward_movement,0.9019,0.2002,0.551,60.41,60.03,0.4533,0.9019
21.7249,backward_movement,0.7834,0.1732,0.4783,73.04,50.54,0.2251,0.7834
21.7583,guard_position,2.2935,0.3117,1.3026,40.49,100.65,0.8715,2.2935
21.7917,forward_movement,0.9848,0.8839,0.9343,32.17,86.83,0.2569,0.9848
21.8251,backward_movement,0.4776,0.6155,0.5465,32.21,93.98,0.4776,0.2317
21.8584,kick_low,1.1131,0.9828,1.0479,49.7,76.76,0.2823,1.1131
21.8918,kick_low,3.0001,1.4609,2.2305,45.12,47.84,0.7717,3.0001
21.9252,kick_low,1.2119,1.8201,1.516,32.89,48.99,1.2119,0.1075
21.9586,forward_movement,0.5557,0.8891,0.7224,30.65,40.75,0.4418,0.5557
21.9919,guard_position,1.1927,0.2869,0.7398,15.73,29.85,0.3043,1.1927
22.0253,kick_low,0.6113,1.9122,1.2618,12.22,44.85,0.2,0.6113
22.0587,kick_low,1.0652,1.5695,1.3174,19.42,33.28,1.0652,0.6756
22.092,guard_position,1.3822,0.521,0.9516,31.79,57.26,0.6219,1.3822
22.1254,kick_low,1.2281,3.881,2.5545,59.63,48.22,1.2281,0.1425
22.1588,kick_low,1.7981,1.3693,1.5837,21.43,10.61,1.7981,1.0166
22.1922,kick_low,1.2017,2.0627,1.6322,6.05,6.0,1.2017,0.2926
22.2255,kick_low,1.587,1.2881,1.4375,40.0,12.66,1.587,0.2846
22.2589,forward_movement,0.9052,0.4034,0.6543,17.69,47.57,0.9052,0.3167
22.2923,forward_movement,0.3543,0.2959,0.3251,20.73,46.95,0.1595,0.3543
22.3256,kick_low,0.646,3.7728,2.2094,12.08,40.71,0.646,0.5794
22.359,kick_low,0.5199,1.8316,1.1758,12.3,32.02,0.4551,0.5199
22.3924,kick_low,0.4293,4.4316,2.4305,17.79,4.84,0.2311,0.4293
22.4258,kick_low,0.3946,2.6268,1.5107,25.92,9.82,0.3946,0.1185
22.4591,kick_low,0.926,1.3955,1.1607,4.3,14.27,0.926,0.7172
22.4925,kick_low,0.3857,1.9282,1.157,6.18,18.15,0.3857,0.3496
22.5259,kick_low,0.6076,0.9242,0.7659,6.59,30.23,0.6076,0.4119
22.5592,backward_movement,0.1762,0.5651,0.3706,8.27,34.62,0.1762,0.1739
22.5926,forward_movement,0.8662,0.3358,0.601,25.83,8.38,0.8662,0.2085
22.626,guard_position,0.4948,0.3865,0.4407,30.57,5.27,0.4948,0.2845
22.6594,forward_movement,0.541,0.6078,0.5744,36.3,25.58,0.541,0.1222
22.6927,backward_movement,0.5951,0.3701,0.4826,39.35,16.96,0.1648,0.5951
22.7261,guard_position,1.3329,0.5272,0.9301,40.66,31.04,0.2101,1.3329
22.7595,forward_movement,0.8854,0.1316,0.5085,27.25,27.03,0.4205,0.8854
22.7928,guard_position,1.163,0.2694,0.7162,41.42,54.8,0.4044,1.163
22.8262,guard_position,2.4529,0.5227,1.4878,12.49,6.26,2.4529,0.1444
22.8596,guard_position,2.8222,0.7008,1.7615,21.15,20.8,2.8222,0.1865
22.893,kick_low,2.0984,1.5727,1.8356,2.05,17.49,2.0984,0.6
22.9263,kick_low,0.9636,0.9863,0.975,4.37,28.44,0.7469,0.9636
22.9597,kick_low,1.2928,3.6733,2.483,33.2,84.51,1.215,1.2928
22.9931,kick_low,3.6908,1.7518,2.7213,11.51,105.02,3.6908,0.1917
23.0264,kick_low,0.9712,1.1264,1.0488,99.61,94.74,0.9712,0.4068
23.0598,punch_left,1.2407,0.2478,0.7443,152.28,87.3,1.2407,0.346
23.0932,forward_movement,0.8652,0.2802,0.5727,145.11,60.25,0.1351,0.8652
23.1266,kick_low,1.1384,3.5312,2.3348,15.09,7.94,0.5836,1.1384
23.1599,guard_position,6.6248,0.6781,3.6514,19.23,33.36,6.6248,0.3387
23.1933,kick_low,4.1371,1.0187,2.5779,70.84,51.51,4.1371,0.3138
23.2267,kick_low,1.2291,1.4477,1.3384,58.42,53.47,0.058,1.2291
23.26,kick_low,0.7825,1.2408,1.0117,49.97,48.88,0.7825,0.2838
23.2934,guard_position,1.4466,0.5879,1.0173,38.66,36.17,0.7781,1.4466
23.3268,punch_right,1.4433,0.6977,1.0705,27.08,149.43,0.6502,1.4433
23.3602,forward_movement,0.6807,0.6175,0.6491,11.65,175.79,0.6807,0.4116
23.3935,kick_low,1.5096,1.092,1.3008,1.98,154.17,1.5096,0.89
23.4269,kick_low,0.7446,1.6617,1.2031,42.05,153.15,0.7153,0.7446
23.4603,backward_movement,0.965,0.5968,0.7809,6.3,172.6,0.965,0.3767
23.4936,backward_movement,0.9378,0.8743,0.9061,11.68,121.09,0.9378,0.9192
23.527,guard_position,3.2812,0.4865,1.8839,10.56,49.87,1.1391,3.2812
23.5604,guard_position,0.8223,0.3592,0.5907,1.2,67.87,0.1775,0.8223
23.5938,guard_position,1.4465,0.1892,0.8178,15.9,42.15,0.8124,1.4465
23.6271,guard_position,1.939,0.4062,1.1726,16.69,94.21,0.1271,1.939
23.6605,guard_position,0.6136,0.5974,0.6055,22.61,86.97,0.4827,0.6136
23.6939,backward_movement,0.718,0.3923,0.5552,7.17,69.76,0.6791,0.718
23.7272,backward_movement,0.761,0.2622,0.5116,8.46,51.29,0.5607,0.761
23.7606,backward_movement,0.3342,0.1565,0.2453,5.54,46.81,0.3342,0.121
23.794,forward_movement,0.495,0.1233,0.3091,5.73,43.51,0.495,0.1783
23.8274,forward_movement,0.5024,0.025,0.2637,2.68,50.61,0.5024,0.3555
23.8607,guard_position,0.5221,0.177,0.3495,8.69,44.21,0.5221,0.2218
23.8941,backward_movement,0.3707,0.2365,0.3036,3.7,38.22,0.3707,0.1326
23.9275,guard_position,1.4868,0.2092,0.848,9.96,45.85,0.4421,1.4868
23.9608,forward_movement,0.4822,0.5138,0.498,9.84,41.96,0.4822,0.3813
23.9942,backward_movement,0.6143,0.5716,0.593,5.85,55.87,0.6143,0.3211
24.0276,backward_movement,0.4188,0.287,0.3529,8.09,68.09,0.4188,0.0343
24.061,forward_movement,0.8392,0.596,0.7176,2.19,73.0,0.8392,0.3085
24.0943,backward_movement,0.859,0.3636,0.6113,60.94,78.49,0.859,0.3531
24.1277,guard_position,1.1591,0.2199,0.6895,25.66,78.82,1.1591,0.2972
24.1611,backward_movement,0.6775,0.276,0.4768,51.32,77.84,0.6775,0.3409
24.1945,backward_movement,0.5297,0.3482,0.439,51.2,81.33,0.5297,0.1251
24.2278,backward_movement,0.5185,0.6528,0.5857,46.76,77.1,0.4696,0.5185
24.2612,forward_movement,0.2849,0.1507,0.2178,49.73,66.54,0.0399,0.2849
24.2946,guard_position,0.3866,0.2984,0.3425,37.3,69.88,0.3866,0.2528
24.3279,guard_position,0.1341,0.31,0.2221,42.87,70.76,0.1341,0.0742
24.3613,forward_movement,0.2296,0.2451,0.2374,46.74,66.2,0.2296,0.0423
24.3947,forward_movement,0.3525,0.2432,0.2979,39.43,57.69,0.3525,0.2663
24.4281,guard_position,0.3059,0.1054,0.2056,33.22,51.28,0.1613,0.3059
24.4614,forward_movement,0.5636,0.2973,0.4304,40.57,42.81,0.5476,0.5636
24.4948,forward_movement,0.172,0.4224,0.2972,39.07,37.97,0.0699,0.172
24.5282,forward_movement,0.6171,0.477,0.5471,33.37,47.52,0.5616,0.6171
24.5615,forward_movement,0.5661,0.2427,0.4044,35.86,54.55,0.4464,0.5661
24.5949,forward_movement,0.4378,0.434,0.4359,28.05,45.52,0.4378,0.147
24.6283,forward_movement,0.4165,0.259,0.3377,17.29,45.85,0.4165,0.1921
24.6617,forward_movement,0.514,0.0635,0.2887,9.83,54.11,0.4087,0.514
24.695,forward_movement,0.4154,0.319,0.3672,6.28,51.56,0.406,0.4154
24.7284,forward_movement,0.2982,0.1152,0.2067,6.61,48.58,0.2877,0.2982
24.7618,forward_movement,0.2984,0.3179,0.3082,2.43,44.72,0.2984,0.2066
24.7951,backward_movement,0.2051,0.3023,0.2537,0.47,56.17,0.16,0.2051
24.8285,backward_movement,0.9986,0.2629,0.6307,0.09,41.58,0.0444,0.9986
24.8619,backward_movement,0.6903,0.2597,0.475,0.57,55.54,0.3673,0.6903
24.8953,guard_position,0.2436,0.3023,0.273,2.75,55.13,0.1519,0.2436
24.9286,guard_position,0.3946,0.067,0.2308,2.72,55.04,0.3946,0.2135
24.962,forward_movement,0.1572,0.3338,0.2455,2.54,64.48,0.1462,0.1572
24.9954,forward_movement,0.3449,0.2552,0.3,0.14,51.63,0.3449,0.2719
25.0287,backward_movement,0.343,0.6151,0.4791,0.02,58.62,0.1817,0.343
25.0621,backward_movement,0.465,0.1918,0.3284,2.6,64.01,0.3761,0.465
25.0955,guard_position,1.308,0.2744,0.7912,34.07,54.52,1.308,0.8337
25.1289,guard_position,1.9906,0.0807,1.0357,6.65,27.83,1.9906,0.501
25.1622,forward_movement,0.3615,0.5547,0.4581,6.46,13.49,0.2094,0.3615
25.1956,guard_position,1.2317,0.7251,0.9784,19.56,20.25,1.2317,0.5017
25.229,guard_position,1.9648,0.7542,1.3595,23.13,51.93,0.3926,1.9648
25.2623,forward_movement,0.83,0.4891,0.6595,26.42,6.12,0.6245,0.83
25.2957,backward_movement,0.6753,0.411,0.5431,37.18,22.31,0.6753,0.2224
25.3291,kick_low,1.0698,1.0364,1.0531,32.53,10.1,0.0947,1.0698
25.3625,backward_movement,0.4293,0.4799,0.4546,34.11,32.41,0.4293,0.4253
25.3958,forward_movement,0.3132,0.2887,0.3009,33.36,44.24,0.3132,0.306
25.4292,backward_movement,0.8807,0.361,0.6208,29.3,62.34,0.1515,0.8807
25.4626,forward_movement,0.4617,0.8326,0.6472,21.27,63.81,0.1717,0.4617
25.4959,backward_movement,0.3204,0.8341,0.5772,32.13,70.94,0.3204,0.1408
25.5293,forward_movement,0.0822,0.3662,0.2242,36.24,66.21,0.0822,0.0704
25.5627,forward_movement,0.3385,0.5367,0.4376,36.55,67.29,0.3385,0.1415
25.5961,guard_position,0.211,0.4225,0.3168,37.64,70.1,0.1788,0.211
25.6294,forward_movement,0.2083,0.3901,0.2992,30.98,60.16,0.161,0.2083
25.6628,forward_movement,0.2134,0.2623,0.2378,32.86,41.06,0.2134,0.0899
25.6962,forward_movement,0.3379,0.0779,0.2079,27.58,26.91,0.0852,0.3379
25.7295,forward_movement,0.2546,0.064,0.1593,24.55,37.03,0.0388,0.2546
25.7629,guard_position,0.1425,0.1913,0.1669,24.45,41.75,0.1425,0.0492
25.7963,forward_movement,0.3573,0.3739,0.3656,16.78,33.35,0.226,0.3573
25.8297,backward_movement,0.2469,0.1537,0.2003,28.73,34.62,0.1656,0.2469
25.863,forward_movement,0.303,0.5735,0.4382,45.47,28.5,0.303,0.2894
25.8964,kick_low,3.1821,4.752,3.967,29.31,77.17,3.0211,3.1821
25.9298,kick_low,0.543,2.8929,1.7179,10.43,52.93,0.2749,0.543
25.9631,kick_low,2.578,0.9475,1.7628,14.84,92.13,1.4358,2.578
25.9965,kick_low,0.5858,1.3768,0.9813,75.43,52.28,0.5432,0.5858
26.0299,kick_low,1.6054,1.258,1.4317,5.28,50.69,1.6054,0.481
26.0633,guard_position,2.7774,0.7011,1.7393,71.61,41.53,2.7774,1.8116
26.0966,kick_low,2.9605,1.7539,2.3572,1.58,1.32,2.9605,2.4123
26.13,guard_position,2.9794,0.4672,1.7233,13.63,65.61,0.5019,2.9794
26.1634,guard_position,2.7475,0.664,1.7058,27.36,81.99,2.7475,0.9256
26.1968,kick_low,1.0984,1.0792,1.0888,12.44,63.67,1.0984,0.8055
26.2301,kick_low,1.1453,1.86,1.5027,1.66,52.23,0.5935,1.1453
26.2635,guard_position,1.118,0.5122,0.8151,0.76,31.35,0.5604,1.118
26.2969,guard_position,2.0049,0.2353,1.1201,9.22,10.72,0.3129,2.0049
26.3302,guard_position,2.7564,0.3012,1.5288,41.74,8.66,2.7564,0.7722
26.3636,guard_position,2.2004,0.2314,1.2159,66.58,38.84,2.2004,1.7662
26.397,kick_low,2.809,3.6923,3.2506,18.9,49.49,2.809,0.6603
26.4304,kick_low,1.3693,2.5278,1.9486,41.04,43.85,1.3693,0.1275
26.4637,kick_low,1.4826,3.6547,2.5687,59.68,12.35,1.4826,0.7633
26.4971,kick_low,3.3714,1.8615,2.6165,12.82,21.44,3.3714,0.3303
26.5305,kick_low,2.3766,1.4128,1.8947,18.77,9.95,0.5097,2.3766
26.5638,kick_low,0.6321,2.8545,1.7433,29.73,23.02,0.6321,0.5721
26.5972,kick_low,2.6303,2.5059,2.5681,6.46,20.56,0.725,2.6303
26.6306,guard_position,1.4551,0.47,0.9625,2.37,45.62,0.3762,1.4551
26.664,guard_position,2.7943,0.4518,1.6231,20.23,34.77,0.1531,2.7943
26.6973,guard_position,2.5163,0.6719,1.5941,10.24,92.09,0.4787,2.5163
26.7307,kick_low,0.3942,1.2928,0.8435,25.31,80.37,0.3942,0.3048
26.7641,guard_position,1.7269,0.5104,1.1187,15.28,17.91,0.4779,1.7269
26.7974,kick_low,3.0165,1.4595,2.238,62.12,77.93,2.5284,3.0165
26.8308,guard_position,3.2918,0.5117,1.9018,3.29,72.35,3.2918,0.5695
26.8642,kick_low,3.4875,0.9275,2.2075,63.37,68.62,3.4875,1.3414
26.8976,kick_low,2.7496,1.0893,1.9194,4.5,89.84,2.7496,0.9752
26.9309,kick_low,0.9717,1.2976,1.1347,23.77,153.43,0.9717,0.0677
26.9643,kick_low,0.9202,1.5207,1.2204,31.83,155.76,0.1937,0.9202
26.9977,kick_low,1.8951,3.4584,2.6767,1.21,5.03,1.8951,0.8991
27.031,kick_low,0.9868,2.5017,1.7442,4.3,8.45,0.0689,0.9868
27.0644,guard_position,1.1167,0.1169,0.6168,0.79,91.47,0.3616,1.1167
27.0978,kick_low,1.9456,1.8863,1.916,7.63,124.67,1.9456,0.2704
27.1312,punch_right,1.1699,0.712,0.941,0.6,130.67,1.0517,1.1699
27.1645,kick_low,2.1381,2.1252,2.1316,136.73,96.51,2.1381,1.1908
27.1979,kick_low,1.9444,1.7657,1.855,161.81,51.66,1.9444,0.6341
27.2313,kick_low,0.3382,2.6536,1.4959,78.89,110.18,0.3382,0.2365
27.2646,kick_low,1.1128,1.8785,1.4956,89.26,102.13,0.4314,1.1128
27.298,kick_low,1.4854,1.9525,1.7189,59.26,72.39,1.4854,1.0439
27.3314,kick_low,0.2616,1.7109,0.9863,43.2,43.14,0.1471,0.2616
27.3648,kick_low,0.9593,0.9689,0.9641,39.55,55.83,0.2665,0.9593
27.3981,guard_position,3.0288,0.4064,1.7176,21.21,22.2,0.3069,3.0288
27.4315,guard_position,1.7785,0.7568,1.2677,25.4,31.53,0.5136,1.7785
27.4649,guard_position,1.7002,0.6203,1.1602,54.13,25.45,0.7476,1.7002
27.4982,guard_position,1.8775,0.6294,1.2534,11.84,46.89,0.5505,1.8775
27.5316,kick_low,1.735,2.1828,1.9589,1.72,47.98,1.735,1.4256
27.565,guard_position,1.3255,0.6208,0.9731,9.98,36.77,0.9692,1.3255
27.5984,kick_low,1.4734,1.2979,1.3857,7.1,16.34,0.6934,1.4734
27.6317,kick_low,0.713,1.4806,1.0968,0.58,8.81,0.1165,0.713
27.6651,kick_low,0.5661,1.3509,0.9585,34.13,13.06,0.5661,0.2373
27.6985,kick_low,0.2573,2.0692,1.1632,30.56,79.2,0.2337,0.2573
27.7318,kick_low,1.1875,1.6655,1.4265,57.07,11.9,0.8253,1.1875
27.7652,kick_low,1.7839,1.1147,1.4493,86.81,4.87,1.7839,1.0678
27.7986,kick_low,2.4225,0.9387,1.6806,12.12,43.93,2.4225,0.4305
27.832,kick_low,8.3209,2.0555,5.1882,94.23,25.3,8.3209,1.8861
27.8653,kick_low,5.4181,1.0904,3.2542,85.28,146.69,3.5648,5.4181
27.8987,guard_position,4.6061,0.7866,2.6963,21.52,57.02,2.8865,4.6061
27.9321,kick_low,1.5123,1.8648,1.6886,3.91,48.61,1.5123,0.2171
27.9654,backward_movement,0.6107,0.7161,0.6634,6.62,87.35,0.4932,0.6107
27.9988,backward_movement,0.1466,0.6029,0.3748,17.06,100.07,0.1344,0.1466
28.0322,punch_right,3.6023,0.4008,2.0016,124.81,167.63,3.1629,3.6023
28.0656,punch_right,3.8654,0.2027,2.034,129.99,116.33,0.9056,3.8654
28.0989,guard_position,3.9011,0.3585,2.1298,18.58,89.98,3.9011,0.6863
28.1323,guard_position,1.1195,0.2266,0.6731,36.89,78.62,0.2405,1.1195
28.1657,guard_position,2.2338,0.1813,1.2076,29.31,42.94,0.7311,2.2338
28.199,guard_position,2.6647,0.6076,1.6362,79.13,26.66,2.6647,0.6626
28.2324,guard_position,4.0217,0.5869,2.3043,6.7,15.72,4.0217,1.7984
28.2658,kick_low,3.155,3.3981,3.2765,11.55,65.48,1.2697,3.155
28.2992,kick_low,1.5378,1.1551,1.3465,0.69,123.83,1.5378,1.3254
28.3325,kick_low,2.426,1.081,1.7535,25.05,104.51,2.426,0.6893
28.3659,backward_movement,0.2915,0.2747,0.2831,23.02,126.4,0.2915,0.2596
28.3993,forward_movement,0.6802,0.1718,0.426,46.24,86.06,0.6802,0.3269
28.4327,guard_position,1.1979,0.4502,0.824,34.05,50.78,1.1979,0.1981
28.466,guard_position,1.7197,0.2144,0.9671,4.52,64.5,1.7197,0.5715
28.4994,guard_position,2.7908,0.5369,1.6639,27.36,10.6,0.6941,2.7908
28.5328,forward_movement,0.857,0.3871,0.622,36.71,41.08,0.857,0.5073
28.5661,kick_low,0.6553,4.7246,2.6899,31.4,2.42,0.2342,0.6553
28.5995,kick_low,0.8122,3.8516,2.3319,18.96,34.86,0.1428,0.8122
28.6329,kick_low,0.6031,1.0083,0.8057,24.41,40.03,0.5189,0.6031
28.6663,kick_low,0.6273,0.9328,0.78,62.83,10.5,0.6273,0.3699
28.6996,backward_movement,0.8216,0.5229,0.6723,37.68,0.09,0.8216,0.2279
28.733,kick_low,1.4997,4.6795,3.0896,4.11,41.88,1.4997,0.4021
28.7664,kick_low,0.0883,1.2358,0.662,12.9,17.66,0.0493,0.0883
28.7997,kick_low,0.9212,3.6199,2.2706,4.19,1.28,0.9212,0.4153
28.8331,forward_movement,0.843,0.6128,0.7279,0.25,8.14,0.2475,0.843
28.8665,kick_low,1.5806,2.1236,1.8521,20.06,69.69,1.1429,1.5806
28.8999,kick_low,1.3377,1.5363,1.437,20.67,89.89,0.7813,1.3377
28.9332,kick_low,2.1419,1.7944,1.9682,10.33,170.44,1.551,2.1419
28.9666,guard_position,1.8269,0.7907,1.3088,18.37,176.3,1.8269,0.6216
29.0,kick_low,3.6319,3.6878,3.6598,58.02,176.85,3.6319,0.4805
29.0333,kick_low,1.4328,2.8369,2.1348,88.5,143.72,0.4521,1.4328
29.0667,kick_low,2.9769,3.2578,3.1174,13.68,56.24,2.9769,1.3491
29.1001,kick_low,2.9154,2.0061,2.4608,7.44,53.9,0.5886,2.9154
29.1335,kick_low,3.1515,2.4684,2.8099,49.31,88.29,3.1515,2.8625
29.1668,guard_position,5.2335,0.8378,3.0356,33.43,100.85,5.2335,0.7787
29.2002,guard_position,1.5535,0.6465,1.1,57.63,58.73,1.5535,0.4779
29.2336,kick_low,2.2242,1.1634,1.6938,6.86,5.47,2.2242,0.6799
29.2669,backward_movement,0.9722,0.6765,0.8243,35.22,11.37,0.046,0.9722
29.3003,kick_low,1.9323,1.6789,1.8056,6.04,10.75,1.9323,0.7411
29.3337,guard_position,3.7247,0.2174,1.9711,92.21,7.99,3.7247,0.9656
29.3671,forward_movement,0.8584,0.309,0.5837,92.61,8.91,0.0652,0.8584
29.4004,backward_movement,0.6027,0.0491,0.3259,82.9,22.39,0.6027,0.3273
29.4338,guard_position,0.504,0.5636,0.5338,68.45,21.94,0.504,0.2344
29.4672,backward_movement,0.4167,0.282,0.3494,58.0,23.31,0.3778,0.4167
29.5005,backward_movement,0.6096,0.5233,0.5665,48.22,31.23,0.6096,0.3927
29.5339,guard_position,1.271,0.3014,0.7862,32.87,25.2,1.271,0.5303
29.5673,guard_position,1.3807,0.2578,0.8193,50.54,38.62,1.3807,0.1909
29.6007,guard_position,1.1641,0.241,0.7025,55.1,41.84,0.5176,1.1641
29.634,guard_position,1.3226,0.7416,1.0321,107.75,37.45,0.8866,1.3226
29.6674,kick_low,3.0383,1.3578,2.198,88.26,161.7,0.4399,3.0383
29.7008,kick_low,1.4577,7.0373,4.2475,97.14,179.73,1.4577,0.5989
29.7341,punch_right,1.5108,0.3811,0.946,35.02,172.6,0.4467,1.5108
29.7675,kick_low,0.3008,2.4924,1.3966,82.4,163.49,0.2966,0.3008
29.8009,kick_low,3.0674,2.5921,2.8297,48.05,22.99,0.9664,3.0674
29.8343,punch_right,2.9873,0.4863,1.7368,56.58,155.68,1.0136,2.9873
29.8676,kick_low,3.9644,9.1419,6.5532,117.48,77.29,3.9644,0.6741
29.901,kick_low,3.5565,2.2367,2.8966,11.33,166.2,3.5565,0.2891
29.9344,kick_low,3.0196,2.3467,2.6832,112.55,161.31,3.0196,0.2314
29.9677,kick_low,1.5617,1.2443,1.403,84.83,157.63,1.5617,0.7397
30.0011,kick_low,1.2056,4.163,2.6843,58.62,142.18,0.8101,1.2056
30.0345,kick_low,1.3989,5.199,3.2989,55.04,75.82,0.5694,1.3989
30.0679,kick_low,0.6987,4.9833,2.841,42.72,83.89,0.1458,0.6987
30.1012,kick_low,1.2237,1.0096,1.1166,25.31,76.81,0.6782,1.2237
30.1346,backward_movement,0.5956,0.6034,0.5995,78.17,93.96,0.0656,0.5956
30.168,backward_movement,1.0017,0.2837,0.6427,36.56,83.52,0.3669,1.0017
30.2013,forward_movement,0.6413,0.5019,0.5716,17.96,66.19,0.6413,0.6107
30.2347,kick_low,0.5588,1.3475,0.9531,15.72,62.9,0.5588,0.2735
30.2681,kick_low,0.6059,2.1826,1.3942,7.83,20.77,0.6059,0.3404
30.3015,kick_low,1.0725,1.9888,1.5306,28.0,48.73,0.5741,1.0725
30.3348,kick_low,2.2374,1.3447,1.7911,19.77,75.43,0.2048,2.2374
30.3682,forward_movement,0.9745,0.6499,0.8122,6.32,84.64,0.546,0.9745
30.4016,kick_low,2.2515,0.9231,1.5873,21.89,68.18,0.4703,2.2515
30.435,backward_movement,1.0426,0.3804,0.7115,7.93,14.52,1.0426,0.396
30.4683,kick_low,1.3585,0.9935,1.176,5.09,2.55,1.1583,1.3585
30.5017,backward_movement,0.9863,0.7174,0.8519,12.35,20.39,0.9636,0.9863
30.5351,guard_position,1.2756,0.6989,0.9872,14.73,21.48,0.6985,1.2756
30.5684,kick_low,0.6148,2.0546,1.3347,17.12,1.96,0.0269,0.6148
30.6018,kick_low,1.3759,4.0924,2.7342,37.78,0.01,1.3759,0.5677
30.6352,kick_low,1.5302,1.1257,1.3279,65.49,25.34,1.5302,1.4622
30.6686,kick_low,2.3677,2.0815,2.2246,17.57,25.16,2.3677,1.2692
30.7019,kick_low,1.2876,1.3615,1.3245,1.85,32.67,1.2876,0.3726
30.7353,backward_movement,0.6492,0.4478,0.5485,15.24,33.92,0.6492,0.4138
30.7687,forward_movement,0.8497,0.8627,0.8562,17.93,21.47,0.3325,0.8497
30.802,guard_position,0.6977,0.3277,0.5127,7.87,32.31,0.6977,0.6414
30.8354,kick_low,2.6491,5.0651,3.8571,68.62,44.56,2.0013,2.6491
30.8688,kick_low,2.5016,3.843,3.1723,12.43,66.8,1.9774,2.5016
30.9022,kick_low,1.8221,1.7567,1.7894,2.94,50.71,0.4588,1.8221
30.9355,kick_low,0.4514,0.9478,0.6996,2.69,40.67,0.1929,0.4514
30.9689,guard_position,1.232,0.3737,0.8029,3.65,44.5,0.1503,1.232
31.0023,forward_movement,0.7627,0.0568,0.4097,41.52,18.16,0.7627,0.6396
31.0356,guard_position,2.3612,0.2719,1.3166,18.41,87.92,0.3515,2.3612
31.069,guard_position,1.94,0.2645,1.1023,63.86,74.56,1.94,0.4656
31.1024,guard_position,2.0385,0.3093,1.1739,3.51,46.81,2.0385,1.0117
31.1358,backward_movement,0.7218,0.3801,0.551,2.47,25.04,0.4808,0.7218
31.1691,punch_right,2.5293,0.102,1.3157,27.03,114.28,1.4066,2.5293
31.2025,guard_position,2.3614,0.2097,1.2856,13.38,41.68,1.4618,2.3614
31.2359,forward_movement,1.0644,0.4217,0.743,11.18,25.74,1.0644,0.442
31.2692,guard_position,3.785,0.4587,2.1218,50.35,16.97,3.785,0.8178
31.3026,guard_position,1.9613,0.5942,1.2778,38.21,25.63,1.9613,1.1976
31.336,guard_position,2.7733,0.4718,1.6226,37.64,30.69,2.7733,0.2775
31.3694,guard_position,1.2032,0.319,0.7611,10.9,13.18,1.0874,1.2032
31.4027,backward_movement,0.857,0.2065,0.5318,17.39,18.96,0.857,0.3992
31.4361,backward_movement,0.4277,0.4462,0.4369,49.33,9.8,0.328,0.4277
31.4695,guard_position,1.2191,0.4545,0.8368,63.44,13.02,1.2191,0.0836
31.5028,punch_left,2.2556,0.1208,1.1882,110.19,26.17,2.2556,0.2816
31.5362,guard_position,0.3007,0.1998,0.2502,94.34,26.87,0.2055,0.3007
31.5696,guard_position,0.5376,0.8453,0.6915,89.62,24.69,0.2594,0.5376
31.603,forward_movement,0.8664,0.3213,0.5938,65.76,15.62,0.8664,0.5369
31.6363,kick_low,1.4176,1.6522,1.5349,35.85,25.07,1.4176,0.3428
31.6697,kick_low,0.8218,2.0904,1.4561,17.7,16.66,0.8218,0.4668
31.7031,guard_position,1.1836,0.6293,0.9064,20.47,41.75,0.0342,1.1836
31.7364,forward_movement,0.6633,0.4571,0.5602,11.12,72.86,0.3798,0.6633
31.7698,forward_movement,0.5837,0.3348,0.4592,0.76,44.33,0.1204,0.5837
31.8032,forward_movement,0.4374,0.4783,0.4578,4.71,30.52,0.2818,0.4374
31.8366,kick_low,1.0049,3.0392,2.022,5.43,53.06,0.1846,1.0049
31.8699,kick_low,0.5242,2.2368,1.3805,15.98,40.97,0.4341,0.5242
31.9033,backward_movement,0.9287,0.3663,0.6475,34.02,139.01,0.9287,0.6903
31.9367,kick_low,0.3279,1.4988,0.9134,41.11,64.33,0.3279,0.145
31.97,kick_low,0.9974,0.9027,0.9501,46.21,26.95,0.1539,0.9974
32.0034,guard_position,0.4386,0.5569,0.4977,50.67,21.43,0.4285,0.4386
32.0368,backward_movement,0.4169,0.6849,0.5509,52.91,16.42,0.4169,0.2025
32.0702,backward_movement,0.5868,0.5832,0.585,43.0,13.17,0.1751,0.5868
32.1035,kick_low,2.1443,8.2618,5.203,1.31,17.5,0.1376,2.1443
32.1369,kick_low,2.2625,8.0153,5.1389,70.87,55.39,2.2625,1.1947
32.1703,kick_low,3.4032,2.5339,2.9685,13.04,17.51,3.4032,2.2647
32.2036,kick_low,0.667,2.3012,1.4841,13.57,13.24,0.2869,0.667
32.237,kick_low,0.9242,2.6021,1.7631,28.57,7.97,0.9242,0.6224
32.2704,backward_movement,0.4957,0.8704,0.6831,26.36,8.44,0.4957,0.091
32.3038,kick_low,0.5876,1.8,1.1938,22.01,23.97,0.5876,0.5288
32.3371,kick_low,1.3974,3.986,2.6917,9.98,49.57,0.5158,1.3974
32.3705,kick_low,1.8438,3.6325,2.7382,16.64,24.06,0.9051,1.8438
32.4039,guard_position,1.2601,0.6027,0.9314,6.67,50.96,1.2601,0.3802
