timestamp,action_type,hand_speed,leg_speed,movement_intensity,l_elbow_angle,r_elbow_angle,l_hand_speed,r_hand_speed
10.6789,kick_low,0.285,0.9211,0.6031,50.92,79.17,0.1723,0.285
10.7123,backward_movement,0.167,0.1266,0.1468,52.06,78.33,0.167,0.1473
10.7457,forward_movement,0.6423,0.2575,0.4499,49.34,82.64,0.1832,0.6423
10.779,kick_low,0.1954,2.1556,1.1755,46.13,76.58,0.1028,0.1954
10.8124,kick_low,0.3019,2.2101,1.256,44.86,77.24,0.3019,0.1952
10.8458,forward_movement,0.2979,0.1688,0.2334,47.96,76.98,0.1608,0.2979
10.8792,forward_movement,0.254,0.1552,0.2046,52.03,84.19,0.254,0.1898
10.9125,guard_position,0.4339,0.1933,0.3136,49.79,85.08,0.3301,0.4339
10.9459,forward_movement,0.2415,0.746,0.4938,43.03,85.67,0.0173,0.2415
10.9793,forward_movement,0.2283,0.6107,0.4195,43.98,77.88,0.2283,0.0556
11.0126,backward_movement,0.5299,0.4671,0.4985,45.76,86.59,0.1131,0.5299
11.046,guard_position,0.4018,0.4526,0.4272,45.93,83.85,0.1152,0.4018
11.0794,forward_movement,0.1452,0.2097,0.1774,50.05,83.76,0.1444,0.1452
11.1128,guard_position,0.5491,0.2154,0.3822,50.16,91.35,0.1024,0.5491
11.1461,kick_low,0.207,3.1811,1.6941,52.13,84.57,0.207,0.1888
11.1795,guard_position,0.4967,0.1528,0.3247,56.36,80.98,0.2672,0.4967
11.2129,kick_low,0.4948,2.8547,1.6748,59.8,69.93,0.2297,0.4948
11.2462,guard_position,1.1339,0.4197,0.7768,83.95,77.66,1.1339,0.2678
11.2796,punch_left,1.5195,0.4489,0.9842,120.95,78.6,1.5195,0.3527
11.313,punch_left,1.8374,0.6471,1.2422,155.27,74.99,1.8374,0.2742
11.3464,forward_movement,0.8226,0.1291,0.4759,165.27,76.6,0.8226,0.5588
11.3797,forward_movement,0.205,0.2457,0.2254,151.45,68.14,0.1728,0.205
11.4131,guard_position,0.5368,0.2423,0.3896,118.16,71.13,0.5368,0.2958
11.4465,guard_position,1.4192,0.4686,0.9439,91.58,84.41,1.4192,0.3392
11.4798,guard_position,1.116,0.3186,0.7173,63.58,94.2,1.116,0.6055
11.5132,forward_movement,0.9886,0.2841,0.6364,47.37,118.14,0.9886,0.9836
11.5466,forward_movement,1.0743,0.3046,0.6895,37.41,102.62,0.6686,1.0743
11.58,punch_right,2.0401,0.0772,1.0587,44.52,168.49,0.2296,2.0401
11.6133,punch_right,1.9745,0.1997,1.0871,65.56,178.35,0.5814,1.9745
11.6467,guard_position,0.9243,0.4097,0.667,55.9,174.59,0.9243,0.4601
11.6801,forward_movement,0.9915,0.3568,0.6741,59.58,159.58,0.2976,0.9915
11.7135,backward_movement,0.909,0.4604,0.6847,54.51,155.51,0.4671,0.909
11.7468,kick_low,1.1268,1.2627,1.1948,57.28,147.34,0.2885,1.1268
11.7802,forward_movement,0.415,0.141,0.278,66.03,137.88,0.415,0.3613
11.8136,forward_movement,0.5645,0.2878,0.4262,69.96,129.98,0.1711,0.5645
11.8469,guard_position,0.2235,0.2229,0.2232,61.53,116.92,0.2235,0.1758
11.8803,forward_movement,0.7,0.4508,0.5754,52.62,89.06,0.7,0.2257
11.9137,forward_movement,0.757,0.315,0.536,71.24,56.36,0.757,0.4139
11.9471,guard_position,1.4798,0.838,1.1589,78.8,39.3,0.714,1.4798
11.9804,guard_position,0.6756,0.6843,0.68,88.77,33.85,0.5225,0.6756
12.0138,kick_low,0.9002,1.3172,1.1087,89.16,39.62,0.2241,0.9002
12.0472,kick_low,1.6378,3.0901,2.3639,86.55,43.35,0.2717,1.6378
12.0805,kick_low,2.0466,3.0279,2.5373,63.05,179.87,0.6332,2.0466
12.1139,kick_low,0.865,2.9865,1.9258,69.0,156.14,0.5547,0.865
12.1473,kick_low,3.1996,1.7834,2.4915,21.19,17.86,1.1998,3.1996
12.1807,kick_low,4.2169,1.1095,2.6632,19.92,158.19,0.4162,4.2169
12.214,kick_low,2.3519,1.2897,1.8208,19.9,122.34,0.6189,2.3519
12.2474,kick_low,4.3568,2.3146,3.3357,43.0,119.37,1.0612,4.3568
12.2808,guard_position,4.844,0.8389,2.8414,25.45,55.81,1.7366,4.844
12.3141,kick_low,3.2177,2.5451,2.8814,55.12,28.99,0.7206,3.2177
12.3475,kick_low,1.4698,2.1391,1.8045,89.17,48.45,1.4698,1.2062
12.3809,kick_low,0.9546,1.4119,1.1833,85.88,57.87,0.5554,0.9546
12.4143,kick_low,0.5026,1.5829,1.0427,79.15,59.01,0.148,0.5026
12.4476,kick_low,0.7995,1.1439,0.9717,68.62,73.71,0.4407,0.7995
12.481,kick_low,0.5212,1.2204,0.8708,60.11,80.79,0.5212,0.4676
12.5144,kick_low,0.5007,1.0516,0.7761,64.0,88.03,0.5007,0.0831
12.5477,backward_movement,0.4078,0.3379,0.3729,57.87,93.31,0.2755,0.4078
12.5811,kick_low,1.0335,2.6067,1.8201,44.39,79.66,0.711,1.0335
12.6145,kick_low,0.4823,1.9617,1.222,38.81,91.64,0.4823,0.1218
12.6479,guard_position,0.5436,0.2378,0.3907,41.6,96.28,0.2779,0.5436
12.6812,kick_low,0.4973,2.9734,1.7354,35.32,95.22,0.2694,0.4973
12.7146,kick_low,0.3415,2.9017,1.6216,48.94,128.72,0.3415,0.3059
12.748,kick_low,0.5977,1.415,1.0063,46.8,104.17,0.5977,0.5399
12.7813,kick_low,1.9927,1.6075,1.8001,35.27,93.8,0.6519,1.9927
12.8147,guard_position,3.0714,0.2854,1.6784,42.29,25.59,3.0714,1.4034
12.8481,kick_low,1.1409,1.0541,1.0975,12.91,30.93,1.1409,0.2812
12.8815,guard_position,2.507,0.4951,1.501,32.03,10.64,0.6174,2.507
12.9148,kick_low,2.2437,0.9103,1.577,20.24,11.88,0.4034,2.2437
12.9482,kick_low,1.0023,1.858,1.4302,8.13,49.13,1.0023,0.1019
12.9816,forward_movement,0.5029,0.4453,0.4741,1.01,41.14,0.5029,0.2842
13.0149,kick_low,0.5483,4.689,2.6186,7.65,38.74,0.2702,0.5483
13.0483,kick_low,1.4223,1.5104,1.4664,34.78,71.52,1.3474,1.4223
13.0817,guard_position,0.4219,0.6782,0.5501,36.81,71.98,0.2159,0.4219
13.1151,kick_low,1.2799,1.7359,1.5079,44.05,70.92,1.2799,1.1276
13.1484,forward_movement,0.5961,0.2051,0.4006,38.01,87.42,0.2795,0.5961
13.1818,punch_left,5.2875,0.7278,3.0076,117.6,76.93,5.2875,0.4506
13.2152,kick_low,2.8354,2.7521,2.7937,30.35,117.86,2.8354,0.9633
13.2485,kick_low,2.6942,1.9202,2.3072,95.64,118.97,2.6942,0.3794
13.2819,kick_low,6.2132,2.0547,4.134,126.38,101.31,6.2132,0.5592
13.3153,kick_low,5.2653,1.3631,3.3142,59.65,36.52,5.2653,1.0934
13.3487,guard_position,2.0673,0.8404,1.4538,102.7,77.64,2.0673,0.3081
13.382,kick_low,4.4976,1.5269,3.0122,66.28,131.39,1.236,4.4976
13.4154,kick_low,1.8073,1.85,1.8287,125.37,123.31,0.8409,1.8073
13.4488,kick_low,1.2086,0.9264,1.0675,155.24,135.86,1.2086,0.1774
13.4821,kick_low,6.5233,1.5079,4.0156,111.09,90.28,1.7391,6.5233
13.5155,kick_low,1.2379,1.1456,1.1917,92.99,90.1,1.2379,0.3605
13.5489,kick_low,1.0345,3.137,2.0857,74.11,105.91,1.0345,0.3817
13.5823,kick_low,3.3912,1.496,2.4436,8.41,49.84,3.3912,0.3692
13.6156,kick_low,1.7923,1.1757,1.484,51.25,53.71,1.7923,0.7604
13.649,guard_position,2.2832,0.7251,1.5041,23.34,41.43,2.2832,0.6045
13.6824,guard_position,1.5868,0.7846,1.1857,10.47,34.95,1.5868,0.4533
13.7158,guard_position,1.1014,0.8345,0.9679,25.24,61.71,1.1014,0.3807
13.7491,guard_position,1.3445,0.7986,1.0715,49.02,85.16,1.3445,0.6514
13.7825,guard_position,1.1146,0.486,0.8003,58.94,54.46,0.7731,1.1146
13.8159,forward_movement,0.3743,0.7402,0.5572,62.06,56.74,0.3296,0.3743
13.8492,guard_position,0.9313,0.7735,0.8524,62.91,69.52,0.1827,0.9313
13.8826,forward_movement,0.5869,0.3421,0.4645,58.0,79.06,0.283,0.5869
13.916,forward_movement,0.2986,0.3794,0.339,59.44,78.52,0.283,0.2986
13.9494,forward_movement,0.5608,0.7404,0.6506,58.47,84.14,0.2931,0.5608
13.9827,forward_movement,0.9568,0.3856,0.6712,54.95,99.92,0.1907,0.9568
14.0161,forward_movement,0.2704,0.2649,0.2676,53.44,102.32,0.2704,0.2407
14.0495,forward_movement,0.2145,0.4061,0.3103,51.54,97.72,0.1294,0.2145
14.0828,forward_movement,0.2429,0.3064,0.2746,52.23,103.85,0.2429,0.1118
14.1162,forward_movement,0.3795,0.3403,0.3599,49.25,100.05,0.1722,0.3795
14.1496,forward_movement,0.3677,0.1351,0.2514,47.67,100.91,0.1798,0.3677
14.183,guard_position,0.0294,0.1879,0.1086,47.92,96.21,0.0131,0.0294
14.2163,guard_position,0.185,0.1536,0.1693,43.65,94.66,0.185,0.0764
14.2497,backward_movement,0.4728,0.2835,0.3781,37.67,90.57,0.169,0.4728
14.2831,backward_movement,0.3673,0.2154,0.2914,40.83,95.25,0.0505,0.3673
14.3164,backward_movement,0.1912,0.0991,0.1452,41.39,91.39,0.1912,0.1821
14.3498,backward_movement,0.2435,0.1347,0.1891,48.88,98.43,0.2203,0.2435
14.3832,backward_movement,0.4823,0.132,0.3071,47.51,92.05,0.2181,0.4823
14.4166,backward_movement,0.1426,0.1426,0.1426,49.71,98.46,0.0794,0.1426
14.4499,backward_movement,0.4122,0.1222,0.2672,45.79,96.52,0.2708,0.4122
14.4833,backward_movement,0.3032,0.202,0.2526,48.3,102.86,0.1922,0.3032
14.5167,guard_position,0.7125,0.1704,0.4415,37.84,112.56,0.7125,0.4602
14.55,backward_movement,0.9269,0.172,0.5495,26.55,129.58,0.602,0.9269
14.5834,punch_right,1.1103,0.0943,0.6023,45.94,151.55,0.5214,1.1103
14.6168,punch_right,1.2002,0.1149,0.6575,42.27,162.69,0.3082,1.2002
14.6502,punch_right,1.7489,0.1089,0.9289,51.03,171.66,0.3524,1.7489
14.6835,punch_left,1.8923,0.1688,1.0306,141.89,175.37,1.8923,0.4084
14.7169,guard_position,0.6783,0.4528,0.5655,120.75,175.3,0.6783,0.6757
14.7503,kick_low,1.6096,2.0403,1.825,68.01,170.35,1.6096,0.4796
14.7836,kick_low,2.4343,1.6221,2.0282,10.69,159.85,2.4343,1.3979
14.817,kick_low,1.9879,0.9171,1.4525,1.35,136.19,0.3658,1.9879
14.8504,guard_position,1.2879,0.2377,0.7628,50.32,121.52,1.2879,0.9881
14.8838,backward_movement,1.0768,0.2271,0.6519,71.79,113.92,1.0768,0.5655
14.9171,guard_position,1.1161,0.3397,0.7279,87.04,108.2,1.1161,0.4982
14.9505,guard_position,0.9612,0.0799,0.5206,114.85,98.73,0.9612,0.833
14.9839,backward_movement,0.6992,0.3792,0.5392,146.71,89.04,0.6992,0.2617
15.0172,punch_left,1.1463,0.2522,0.6993,172.7,83.22,1.1463,0.5285
15.0506,guard_position,0.3878,0.0781,0.2329,166.27,76.96,0.2085,0.3878
15.084,forward_movement,0.3884,0.0779,0.2331,153.12,74.69,0.198,0.3884
15.1174,punch_left,1.1238,0.2152,0.6695,133.97,75.51,1.1238,0.2645
15.1507,backward_movement,1.0933,0.1354,0.6144,109.92,85.41,1.0933,0.2357
15.1841,guard_position,1.203,0.1349,0.6689,85.6,88.22,1.203,0.4535
15.2175,punch_right,2.051,0.174,1.1125,80.39,117.06,0.7618,2.051
15.2508,guard_position,1.1799,0.1957,0.6878,66.49,128.82,1.1799,0.2604
15.2842,backward_movement,0.4041,0.4856,0.4449,53.5,131.19,0.4041,0.3766
15.3176,forward_movement,0.8515,0.3077,0.5796,16.01,135.87,0.8515,0.3708
15.351,backward_movement,0.2137,0.4526,0.3332,19.59,130.26,0.2025,0.2137
15.3843,guard_position,0.341,0.2539,0.2974,27.01,120.62,0.0852,0.341
15.4177,kick_low,0.4008,2.1498,1.2753,43.77,112.07,0.1857,0.4008
15.4511,kick_low,0.7587,1.4294,1.094,31.75,100.61,0.7587,0.6876
15.4844,forward_movement,0.3842,0.1178,0.251,12.5,100.64,0.3842,0.2939
15.5178,backward_movement,0.5783,0.1628,0.3705,36.61,85.43,0.4118,0.5783
15.5512,forward_movement,0.7171,0.5643,0.6407,4.1,83.56,0.7171,0.2752
15.5846,kick_low,0.4903,3.1074,1.7988,19.56,76.91,0.4903,0.4724
15.6179,kick_low,0.5086,1.7418,1.1252,21.12,86.98,0.5086,0.0866
15.6513,backward_movement,0.5734,0.2356,0.4045,24.48,65.46,0.5734,0.3073
15.6847,forward_movement,0.8171,0.4323,0.6247,31.91,67.53,0.8171,0.0955
15.7181,forward_movement,0.4711,0.3049,0.388,33.1,69.91,0.4711,0.2365
15.7514,guard_position,2.6506,0.4128,1.5317,90.68,82.35,2.6506,0.5759
15.7848,forward_movement,0.6228,0.1712,0.397,70.95,67.93,0.6228,0.2445
15.8182,guard_position,1.3495,0.4948,0.9221,50.89,63.11,1.3495,0.4059
15.8515,kick_low,3.8427,2.9284,3.3856,14.47,179.29,3.8427,3.4425
15.8849,kick_low,3.0683,3.3418,3.2051,153.75,73.27,1.5206,3.0683
15.9183,kick_low,5.5241,3.37,4.4471,104.15,79.6,5.5241,2.6515
15.9517,guard_position,5.7251,0.3498,3.0375,94.72,51.03,5.7251,1.2725
15.985,kick_low,3.7352,2.1646,2.9499,74.04,12.61,3.7352,1.3528
16.0184,kick_low,4.1404,1.3453,2.7429,139.19,178.56,0.7671,4.1404
16.0518,kick_low,12.1739,5.6674,8.9206,118.57,170.64,3.6112,12.1739
16.0851,kick_low,6.8518,5.8736,6.3627,129.16,160.67,6.8518,5.0512
16.1185,kick_low,2.902,5.155,4.0285,167.89,141.79,2.5321,2.902
16.1519,kick_low,20.8725,12.3294,16.601,167.29,137.15,1.6482,20.8725
16.1853,kick_low,31.238,29.3212,30.2796,113.18,12.91,14.3197,31.238
16.2186,kick_low,23.4765,32.4826,27.9796,83.83,80.94,21.1934,23.4765
16.252,kick_low,1.2401,5.6569,3.4485,15.44,61.14,0.2887,1.2401
16.2854,backward_movement,0.7202,0.4535,0.5869,15.46,70.78,0.7202,0.3946
16.3187,kick_low,1.9418,3.5283,2.7351,42.6,120.78,1.9418,1.4211
16.3521,kick_low,1.9194,1.747,1.8332,22.12,97.06,1.9194,0.9186
16.3855,kick_low,2.2841,2.9349,2.6095,95.87,20.35,1.9204,2.2841
16.4189,kick_low,1.7144,1.4093,1.5618,106.34,172.98,1.6025,1.7144
16.4522,kick_low,0.8483,1.8147,1.3315,160.38,95.61,0.7852,0.8483
16.4856,kick_low,2.3972,1.5572,1.9772,22.45,21.38,1.7758,2.3972
16.519,punch_right,1.1509,0.5716,0.8612,43.45,107.13,0.9145,1.1509
16.5523,kick_low,0.6436,3.3441,1.9938,78.62,88.23,0.6436,0.3792
16.5857,kick_low,1.2988,1.7247,1.5118,36.63,57.68,1.2988,0.3316
16.6191,kick_low,3.0123,2.1198,2.566,0.38,174.78,0.8746,3.0123
16.6525,kick_low,3.2079,1.4395,2.3237,33.8,61.09,0.6036,3.2079
16.6858,kick_low,1.2395,1.182,1.2108,21.3,42.29,1.2395,0.8696
16.7192,backward_movement,1.0426,0.472,0.7573,37.88,60.14,1.0426,0.2937
16.7526,forward_movement,0.2292,0.368,0.2986,37.59,68.9,0.1966,0.2292
16.7859,kick_low,0.2959,0.961,0.6285,40.03,61.3,0.2959,0.1725
16.8193,kick_low,0.222,1.3632,0.7926,46.67,63.82,0.222,0.0149
16.8527,forward_movement,0.6441,0.1886,0.4163,56.97,74.03,0.5741,0.6441
16.8861,forward_movement,0.5396,0.3311,0.4354,60.69,68.15,0.5396,0.0743
16.9194,forward_movement,0.2287,0.2126,0.2206,54.19,69.07,0.2287,0.1175
16.9528,forward_movement,0.2163,0.3701,0.2932,53.31,71.41,0.0442,0.2163
16.9862,forward_movement,0.5565,0.1166,0.3366,53.44,57.03,0.3441,0.5565
17.0195,forward_movement,0.3867,0.1851,0.2859,53.44,66.82,0.1356,0.3867
17.0529,guard_position,0.195,0.454,0.3245,52.29,73.05,0.0307,0.195
17.0863,kick_low,0.3459,1.2429,0.7944,51.82,76.08,0.3459,0.1415
17.1197,kick_low,0.6141,2.228,1.4211,39.81,87.57,0.5564,0.6141
17.153,kick_low,1.5494,4.5669,3.0581,33.06,112.95,0.3482,1.5494
17.1864,kick_low,0.435,4.7599,2.5974,46.26,131.6,0.435,0.2468
17.2198,kick_low,2.9649,2.4006,2.6828,65.81,170.49,0.3936,2.9649
17.2531,kick_low,0.4032,2.7145,1.5589,11.47,178.72,0.4032,0.187
17.2865,kick_low,1.0923,1.569,1.3307,71.9,170.94,1.0923,0.6477
17.3199,kick_low,1.4923,1.8583,1.6753,38.42,173.95,1.4923,1.226
17.3533,kick_low,2.3739,2.3063,2.3401,63.14,159.43,1.3241,2.3739
17.3866,kick_low,1.2143,1.9421,1.5782,99.85,124.1,1.2143,0.4199
17.42,kick_low,2.01,1.4432,1.7266,125.67,88.18,1.4569,2.01
17.4534,kick_low,1.3552,3.8021,2.5787,166.88,76.49,1.3552,0.3045
17.4867,kick_low,0.8316,4.8017,2.8167,167.98,61.55,0.8316,0.6117
17.5201,kick_low,0.7154,3.2493,1.9824,156.49,69.51,0.7154,0.7123
17.5535,kick_low,1.0083,1.0748,1.0416,129.79,62.8,1.0083,0.9466
17.5869,kick_low,1.3067,2.3375,1.8221,107.38,92.49,1.3067,0.7885
17.6202,guard_position,1.1301,0.2271,0.6786,79.67,55.1,1.1301,0.4809
17.6536,kick_low,0.656,2.2093,1.4327,56.78,70.71,0.656,0.616
17.687,forward_movement,0.5577,0.3868,0.4723,41.82,80.33,0.496,0.5577
17.7203,backward_movement,0.3806,0.2846,0.3326,46.06,87.45,0.3806,0.2858
17.7537,kick_low,0.4132,2.8874,1.6503,49.66,89.71,0.4132,0.2542
17.7871,backward_movement,0.3412,0.4553,0.3983,56.54,85.52,0.3412,0.2603
17.8205,kick_low,0.5446,2.2258,1.3852,60.72,75.09,0.5446,0.2411
17.8538,forward_movement,0.2946,0.5867,0.4406,53.45,66.62,0.2309,0.2946
17.8872,kick_low,0.2814,1.2148,0.7481,50.12,68.25,0.2814,0.1607
17.9206,forward_movement,0.1122,0.8543,0.4832,46.09,66.17,0.0585,0.1122
17.954,forward_movement,0.3993,0.1717,0.2855,42.77,57.24,0.3993,0.1371
17.9873,guard_position,0.4493,0.236,0.3427,47.41,64.33,0.4493,0.3903
18.0207,forward_movement,0.501,0.1093,0.3052,52.21,66.51,0.501,0.1748
18.0541,kick_low,0.3427,2.8086,1.5757,50.04,66.84,0.3427,0.0851
18.0874,kick_low,0.2391,0.9065,0.5728,43.29,68.07,0.1371,0.2391
18.1208,forward_movement,0.2242,0.7127,0.4684,41.21,63.43,0.2242,0.0954
18.1542,kick_low,0.5168,2.3489,1.4329,43.38,55.57,0.5168,0.3963
18.1876,forward_movement,0.3124,0.5458,0.4291,44.47,63.65,0.1846,0.3124
18.2209,kick_low,0.2076,1.9277,1.0677,45.0,62.44,0.1948,0.2076
18.2543,kick_low,0.4192,1.9594,1.1893,40.01,69.86,0.0797,0.4192
18.2877,guard_position,1.2775,0.3396,0.8085,45.14,72.82,0.2491,1.2775
18.321,forward_movement,0.4996,0.3609,0.4303,43.93,66.0,0.4996,0.3946
18.3544,kick_low,0.7695,0.9571,0.8633,38.77,89.05,0.1879,0.7695
18.3878,guard_position,1.1541,0.3478,0.7509,52.42,103.7,0.3015,1.1541
18.4212,forward_movement,0.9009,0.6512,0.7761,56.5,119.68,0.3359,0.9009
18.4545,punch_right,1.4479,0.3857,0.9168,57.26,143.96,0.6399,1.4479
18.4879,kick_low,2.0437,2.3717,2.2077,106.63,128.41,2.0437,0.8136
18.5213,kick_low,1.6079,0.9734,1.2906,127.93,121.32,1.6079,0.5531
18.5546,kick_low,4.7478,1.7343,3.2411,9.39,121.41,4.7007,4.7478
18.588,kick_low,4.0563,2.7535,3.4049,114.19,4.7,4.0563,0.8851
18.6214,kick_low,2.7365,5.8272,4.2818,70.8,12.28,2.7365,1.5733
18.6548,kick_low,5.6316,2.9356,4.2836,24.05,57.01,2.4171,5.6316
18.6881,kick_low,5.7048,7.7997,6.7523,114.72,37.54,2.1787,5.7048
18.7215,kick_low,6.2334,6.1204,6.1769,139.5,60.29,1.3732,6.2334
18.7549,kick_low,7.209,7.0284,7.1187,146.44,160.64,1.0689,7.209
18.7882,kick_low,5.2221,16.8522,11.0372,128.16,103.57,5.2221,3.5294
18.8216,kick_low,8.4066,17.0743,12.7404,154.23,101.54,8.4066,6.7361
18.855,kick_low,2.4767,1.6391,2.0579,130.22,31.19,2.4767,1.9066
18.8884,backward_movement,0.3291,0.3211,0.3251,125.33,55.37,0.1739,0.3291
18.9217,forward_movement,0.467,0.3521,0.4095,108.25,38.22,0.467,0.368
18.9551,kick_low,0.8632,1.7187,1.291,89.17,5.88,0.6853,0.8632
18.9885,kick_low,0.9655,0.9181,0.9418,70.12,57.88,0.9655,0.54
19.0218,kick_low,0.7129,0.9699,0.8414,44.17,50.63,0.7129,0.456
19.0552,kick_low,0.9693,1.5929,1.2811,29.81,65.42,0.9693,0.436
19.0886,guard_position,2.6685,0.2764,1.4724,13.45,58.65,2.6685,0.4286
19.122,guard_position,2.4482,0.456,1.4521,34.5,55.85,2.4482,0.5988
19.1553,backward_movement,0.4287,0.1583,0.2935,29.48,53.87,0.4287,0.3075
19.1887,forward_movement,0.8277,0.896,0.8618,40.94,69.43,0.5284,0.8277
19.2221,guard_position,0.5045,0.1474,0.3259,45.98,73.16,0.2076,0.5045
19.2554,forward_movement,0.2953,0.802,0.5486,40.66,57.98,0.2953,0.2563
19.2888,forward_movement,0.4785,0.4534,0.4659,26.88,49.82,0.4213,0.4785
19.3222,forward_movement,0.8138,0.5847,0.6992,11.55,52.98,0.8138,0.1501
19.3556,forward_movement,0.5737,0.2442,0.409,7.32,50.03,0.4566,0.5737
19.3889,backward_movement,0.4688,0.2444,0.3566,31.18,63.77,0.4688,0.1791
19.4223,forward_movement,0.6961,0.888,0.7921,35.3,55.89,0.6961,0.1095
19.4557,forward_movement,0.4263,0.7986,0.6124,41.67,48.08,0.4263,0.1822
19.489,kick_low,0.6134,1.1327,0.8731,64.01,37.85,0.6134,0.4663
19.5224,kick_low,0.6374,1.6073,1.1224,68.48,57.05,0.5153,0.6374
19.5558,kick_low,0.1829,1.8515,1.0172,67.34,59.07,0.1829,0.0457
19.5892,kick_low,0.5369,3.9654,2.2512,69.38,56.81,0.5369,0.1591
19.6225,kick_low,0.2821,1.9796,1.1309,64.72,45.88,0.2821,0.0605
19.6559,kick_low,0.6867,1.8304,1.2585,48.87,37.09,0.6867,0.1418
19.6893,kick_low,2.192,11.0042,6.5981,25.64,28.11,2.192,0.8385
19.7226,kick_low,8.0823,12.0901,10.0862,128.53,37.76,8.0823,0.9107
19.756,kick_low,8.3998,16.2151,12.3074,158.83,138.53,8.3713,8.3998
19.7894,guard_position,0.0,0.0,0.0,180.0,180.0,0.0,0.0
19.8228,kick_low,14.5388,20.4144,17.4766,70.36,76.58,14.5388,9.6233
19.8561,kick_low,0.5348,1.6442,1.0895,78.25,75.23,0.1262,0.5348
19.8895,kick_low,0.4866,5.02,2.7533,55.68,66.89,0.1673,0.4866
19.9229,kick_low,0.629,2.4908,1.5599,40.23,71.72,0.629,0.3005
19.9563,kick_low,0.9711,1.2849,1.128,53.52,91.76,0.7227,0.9711
19.9896,kick_low,1.1245,1.1421,1.1333,12.26,62.89,0.7755,1.1245
20.023,kick_low,0.9657,1.5687,1.2672,65.03,103.71,0.9657,0.6126
20.0564,kick_low,0.4842,1.3263,0.9052,78.12,91.97,0.1057,0.4842
20.0897,kick_low,0.5803,1.352,0.9662,82.61,99.29,0.5803,0.5556
20.1231,kick_low,0.5652,0.9293,0.7473,77.4,78.99,0.5652,0.1495
20.1565,forward_movement,0.886,0.3575,0.6217,64.29,73.18,0.0738,0.886
20.1899,backward_movement,0.3399,0.2167,0.2783,57.79,78.49,0.3399,0.3016
20.2232,kick_low,0.4542,1.0328,0.7435,43.66,83.9,0.4542,0.3029
20.2566,backward_movement,0.4515,0.3752,0.4134,49.99,86.65,0.0782,0.4515
20.29,backward_movement,0.6767,0.5001,0.5884,48.73,86.69,0.0524,0.6767
20.3233,guard_position,1.1996,0.4824,0.841,49.45,72.94,0.0671,1.1996
20.3567,guard_position,1.0469,0.2749,0.6609,42.56,52.84,0.1287,1.0469
20.3901,kick_low,0.3714,1.9355,1.1534,42.53,47.46,0.3714,0.195
20.4235,backward_movement,0.4999,0.4713,0.4856,32.06,51.64,0.4999,0.0867
20.4568,forward_movement,0.2828,0.4352,0.359,19.13,57.81,0.2828,0.2446
20.4902,kick_low,0.3988,1.1779,0.7883,5.48,37.8,0.3876,0.3988
20.5236,kick_low,0.7007,1.2021,0.9514,6.63,31.13,0.7007,0.0716
20.5569,forward_movement,0.5162,0.6023,0.5592,10.34,19.99,0.5162,0.1632
20.5903,kick_low,1.5066,2.6765,2.0915,29.9,54.75,1.5066,0.3044
20.6237,kick_low,1.6278,1.3025,1.4652,15.99,43.64,1.571,1.6278
20.6571,kick_low,0.7774,1.4705,1.1239,29.08,6.88,0.4223,0.7774
20.6904,kick_low,0.7787,1.6439,1.2113,15.34,158.79,0.1262,0.7787
20.7238,kick_low,0.8385,1.6228,1.2307,32.79,70.86,0.3709,0.8385
20.7572,kick_low,1.3363,1.7429,1.5396,6.53,11.92,1.0961,1.3363
20.7905,kick_low,3.196,0.9984,2.0972,31.14,87.47,3.196,2.7095
20.8239,guard_position,3.7824,0.8657,2.324,0.93,24.54,3.7824,1.3526
20.8573,kick_low,2.2008,1.2899,1.7454,71.27,60.51,2.2008,1.4233
20.8907,kick_low,1.5908,4.2349,2.9129,54.37,42.29,0.2699,1.5908
20.924,kick_low,0.3666,3.4038,1.8852,44.89,44.66,0.3666,0.3662
20.9574,forward_movement,0.4412,0.5086,0.4749,63.37,35.05,0.4412,0.2473
20.9908,backward_movement,0.4593,0.3835,0.4214,60.18,40.11,0.0556,0.4593
21.0241,forward_movement,0.7065,0.7769,0.7417,49.57,61.35,0.0953,0.7065
21.0575,forward_movement,1.0306,0.6584,0.8445,60.67,36.27,0.8004,1.0306
21.0909,guard_position,0.6944,0.704,0.6992,53.95,56.25,0.1062,0.6944
21.1243,forward_movement,0.5665,0.1378,0.3522,43.43,76.12,0.1186,0.5665
21.1576,guard_position,0.4371,0.3278,0.3824,47.44,84.63,0.036,0.4371
21.191,guard_position,0.3921,0.524,0.458,56.69,80.12,0.3921,0.2893
21.2244,guard_position,0.1837,0.2588,0.2212,50.02,78.37,0.176,0.1837
21.2577,forward_movement,0.4201,0.1394,0.2797,47.29,83.55,0.1998,0.4201
21.2911,backward_movement,0.227,0.2142,0.2206,51.36,88.89,0.227,0.2006
21.3245,guard_position,0.2161,0.165,0.1905,49.2,72.26,0.2161,0.1226
21.3579,guard_position,0.6193,0.0916,0.3555,43.24,68.8,0.2243,0.6193
21.3912,guard_position,0.3254,0.3786,0.352,54.98,70.21,0.3254,0.2257
21.4246,forward_movement,0.5749,0.0612,0.3181,55.1,68.16,0.5216,0.5749
21.458,guard_position,0.9049,0.5488,0.7268,21.02,74.92,0.9049,0.688
21.4913,backward_movement,0.2948,0.2071,0.2509,20.45,74.67,0.1967,0.2948
21.5247,backward_movement,0.5551,0.2745,0.4148,16.52,77.21,0.3462,0.5551
