timestamp,action_type,hand_speed,leg_speed,movement_intensity,l_elbow_angle,r_elbow_angle,l_hand_speed,r_hand_speed
10.4787,kick_low,1.8788,7.0367,4.4577,43.23,53.03,0.5656,1.8788
10.5121,punch_right,2.1875,0.5903,1.3889,39.33,111.46,0.3368,2.1875
10.5454,backward_movement,0.7308,0.5475,0.6391,34.6,110.15,0.7308,0.704
10.5788,kick_low,0.9184,2.0453,1.4819,24.98,72.58,0.6975,0.9184
10.6122,kick_low,0.8776,7.0633,3.9704,20.91,47.23,0.4223,0.8776
10.6456,backward_movement,0.9943,0.281,0.6376,7.94,87.18,0.849,0.9943
10.6789,backward_movement,0.8839,0.1693,0.5266,18.6,76.85,0.8839,0.4855
10.7123,backward_movement,0.6222,0.1278,0.375,25.52,87.07,0.2265,0.6222
10.7457,guard_position,0.3777,0.0553,0.2165,27.02,81.41,0.2509,0.3777
10.779,backward_movement,0.3729,0.3378,0.3554,27.06,90.27,0.1384,0.3729
10.8124,forward_movement,0.1894,0.5994,0.3944,29.71,83.04,0.1121,0.1894
10.8458,guard_position,0.6497,0.2326,0.4412,28.78,75.81,0.1893,0.6497
10.8792,guard_position,0.6984,0.092,0.3952,29.12,69.66,0.0666,0.6984
10.9125,forward_movement,0.6333,0.2709,0.4521,36.66,61.08,0.3574,0.6333
10.9459,backward_movement,0.5329,0.1794,0.3561,38.63,77.12,0.2187,0.5329
10.9793,guard_position,0.7239,0.0883,0.4061,40.41,69.34,0.0684,0.7239
11.0126,guard_position,0.0286,0.1647,0.0966,42.55,72.35,0.0223,0.0286
11.046,guard_position,0.2721,0.0553,0.1637,41.4,77.48,0.1061,0.2721
11.0794,punch_right,1.7131,0.1676,0.9403,40.73,110.06,0.0346,1.7131
11.1128,backward_movement,0.6586,0.1334,0.396,37.86,73.02,0.08,0.6586
11.1461,forward_movement,1.0295,0.2546,0.6421,34.82,59.39,0.0153,1.0295
11.1795,forward_movement,0.9734,0.0711,0.5222,35.39,71.09,0.1556,0.9734
11.2129,kick_low,1.5343,7.3797,4.457,35.73,62.87,0.1271,1.5343
11.2462,kick_low,0.3945,7.3018,3.8482,34.72,68.3,0.0758,0.3945
11.2796,forward_movement,0.5854,0.1887,0.3871,34.94,71.67,0.0497,0.5854
11.313,guard_position,1.7084,0.2552,0.9818,34.7,89.83,0.1308,1.7084
11.3464,backward_movement,0.4554,0.2082,0.3318,44.29,85.01,0.4554,0.209
11.3797,backward_movement,0.5536,0.1108,0.3322,44.86,102.24,0.1912,0.5536
11.4131,forward_movement,0.2379,0.1154,0.1767,45.27,94.75,0.1087,0.2379
11.4465,forward_movement,0.6504,0.2078,0.4291,44.25,107.51,0.0843,0.6504
11.4798,guard_position,1.6387,0.2204,0.9296,40.19,61.13,0.2619,1.6387
11.5132,guard_position,1.3063,0.2317,0.769,32.42,83.58,0.1457,1.3063
11.5466,guard_position,2.1516,0.4117,1.2817,28.93,53.87,0.1214,2.1516
11.58,forward_movement,0.6714,0.2377,0.4546,27.46,25.53,0.2429,0.6714
11.6133,backward_movement,0.7396,0.2174,0.4785,34.98,152.48,0.4016,0.7396
11.6467,guard_position,0.8747,0.0195,0.4471,41.46,57.34,0.0606,0.8747
11.6801,forward_movement,0.3697,0.3266,0.3482,33.65,69.72,0.1177,0.3697
11.7135,guard_position,0.3958,0.1501,0.2729,28.87,56.49,0.2961,0.3958
11.7468,guard_position,0.6785,0.3634,0.521,27.67,84.01,0.0418,0.6785
11.7802,backward_movement,0.9273,0.1349,0.5311,24.43,72.97,0.2438,0.9273
11.8136,guard_position,0.5178,0.1806,0.3492,29.41,56.44,0.1374,0.5178
11.8469,backward_movement,0.2685,0.2053,0.2369,19.35,63.35,0.2401,0.2685
11.8803,backward_movement,0.4955,0.4762,0.4858,27.75,67.32,0.2674,0.4955
11.9137,forward_movement,0.4564,0.1814,0.3189,27.7,63.18,0.1004,0.4564
11.9471,backward_movement,0.7296,0.3542,0.5419,29.27,77.99,0.0645,0.7296
11.9804,backward_movement,0.8552,0.2055,0.5304,32.67,102.11,0.1079,0.8552
12.0138,forward_movement,0.6412,0.0421,0.3416,46.15,113.87,0.4609,0.6412
12.0472,guard_position,1.0424,0.3574,0.6999,66.69,117.02,1.0424,0.9078
12.0805,guard_position,2.6609,0.2622,1.4615,101.69,95.66,1.6059,2.6609
12.1139,punch_left,1.4623,0.649,1.0557,125.13,75.9,1.4623,0.492
12.1473,punch_left,1.771,0.6994,1.2352,146.47,105.01,1.771,1.4307
12.1807,kick_low,1.3383,1.4539,1.3961,152.16,89.79,0.382,1.3383
12.214,kick_low,1.0618,3.3223,2.1921,140.27,134.11,0.7293,1.0618
12.2474,kick_low,1.2368,2.2184,1.7276,112.55,79.94,0.8488,1.2368
12.2808,kick_low,1.8513,1.5749,1.7131,91.14,20.76,0.727,1.8513
12.3141,guard_position,1.2302,0.3898,0.81,82.6,49.22,0.5023,1.2302
12.3475,kick_low,2.4928,1.1123,1.8025,71.91,141.43,0.8394,2.4928
12.3809,forward_movement,0.7898,0.1595,0.4747,75.77,69.06,0.7898,0.7327
12.4143,forward_movement,0.3124,0.3799,0.3461,81.97,75.22,0.2535,0.3124
12.4476,guard_position,2.0979,0.2256,1.1618,75.05,57.03,0.7144,2.0979
12.481,forward_movement,0.6944,0.1831,0.4388,60.97,50.24,0.6944,0.2379
12.5144,forward_movement,1.0406,0.175,0.6078,39.41,37.24,0.9041,1.0406
12.5477,guard_position,1.1344,0.2171,0.6758,28.35,24.41,0.3784,1.1344
12.5811,backward_movement,1.0009,0.2647,0.6328,37.63,46.29,0.4079,1.0009
12.6145,forward_movement,0.659,0.7096,0.6843,36.35,47.65,0.4241,0.659
12.6479,kick_low,9.0658,8.1102,8.588,67.92,157.17,0.9929,9.0658
12.6812,kick_low,0.72,4.7135,2.7168,40.84,169.03,0.654,0.72
12.7146,kick_low,7.4194,2.6162,5.0178,153.55,153.98,2.4038,7.4194
12.748,kick_low,3.537,6.8226,5.1798,25.4,117.18,3.069,3.537
12.7813,kick_low,9.4958,2.331,5.9134,95.71,160.78,1.2401,9.4958
12.8147,guard_position,8.0839,0.7018,4.3929,141.75,33.45,4.1023,8.0839
12.8481,kick_low,6.268,2.2711,4.2696,104.45,152.51,1.318,6.268
12.8815,guard_position,5.2818,0.1755,2.7287,73.93,93.39,0.8984,5.2818
12.9148,kick_low,0.8042,8.2372,4.5207,57.79,75.34,0.5065,0.8042
12.9482,forward_movement,1.0758,0.8776,0.9767,53.88,76.76,0.4754,1.0758
12.9816,kick_low,1.4066,1.1525,1.2795,62.71,73.01,1.4066,1.3178
13.0149,guard_position,3.5526,0.7737,2.1631,68.54,89.05,2.3073,3.5526
13.0483,guard_position,1.335,0.6573,0.9961,111.97,96.79,0.4567,1.335
13.0817,kick_low,5.0243,1.0256,3.025,161.62,9.5,5.0243,1.7418
13.1151,kick_low,1.5617,3.5476,2.5547,154.6,124.85,1.5617,0.8328
13.1484,kick_low,11.1235,3.5106,7.317,165.69,45.23,10.6405,11.1235
13.1818,kick_low,10.6568,2.2417,6.4492,152.74,160.4,2.7652,10.6568
13.2152,kick_low,2.9922,6.0195,4.5058,160.29,174.87,0.9614,2.9922
13.2485,kick_low,5.5645,7.8459,6.7052,177.23,145.07,5.5645,3.216
13.2819,kick_low,2.3971,9.4568,5.9269,158.67,178.59,2.3919,2.3971
13.3153,kick_low,1.9507,6.7316,4.3412,171.34,133.5,1.6154,1.9507
13.3487,kick_low,4.4328,6.3343,5.3835,171.83,176.15,4.4328,4.2061
13.382,kick_low,7.6785,9.7289,8.7037,160.34,173.94,4.0757,7.6785
13.4154,kick_low,6.9158,6.8776,6.8967,173.89,162.54,2.5349,6.9158
13.4488,kick_low,2.2556,3.1185,2.687,172.03,154.94,1.0945,2.2556
13.4821,kick_low,0.6045,2.1245,1.3645,177.36,142.47,0.206,0.6045
13.5155,kick_low,1.5292,2.1534,1.8413,162.25,167.91,1.5292,0.5171
13.5489,kick_low,1.8106,4.0278,2.9192,173.07,173.66,1.342,1.8106
13.5823,kick_low,1.5825,1.0396,1.3111,172.21,178.56,1.3141,1.5825
13.6156,kick_low,6.265,1.9254,4.0952,152.18,102.37,6.265,4.21
13.649,kick_low,5.4436,4.3503,4.8969,136.5,72.21,5.4436,3.4862
13.6824,kick_low,1.0297,4.7915,2.9106,47.56,68.31,0.8888,1.0297
13.7158,kick_low,1.7565,1.727,1.7418,62.49,60.8,0.8525,1.7565
13.7491,kick_low,2.1611,0.9347,1.5479,42.19,73.68,0.9972,2.1611
13.7825,backward_movement,0.7633,0.401,0.5821,32.77,87.45,0.7633,0.4781
13.8159,guard_position,1.2182,0.3638,0.791,28.84,77.9,0.3385,1.2182
13.8492,backward_movement,0.833,0.3937,0.6134,21.4,76.25,0.6051,0.833
13.8826,backward_movement,0.6632,0.2973,0.4803,35.24,69.89,0.511,0.6632
13.916,backward_movement,1.0246,0.2641,0.6443,37.87,60.89,0.3672,1.0246
13.9494,guard_position,1.4206,0.2837,0.8522,22.52,31.13,0.7509,1.4206
13.9827,backward_movement,0.2629,0.2625,0.2627,22.91,37.67,0.2254,0.2629
14.0161,backward_movement,0.2798,0.2303,0.255,21.56,43.39,0.2463,0.2798
14.0495,backward_movement,0.8142,0.2568,0.5355,24.19,63.87,0.1544,0.8142
14.0828,forward_movement,0.7463,0.1883,0.4673,23.67,66.15,0.0632,0.7463
14.1162,punch_right,1.6254,0.1857,0.9056,25.9,148.08,0.2299,1.6254
14.1496,backward_movement,0.2808,0.1747,0.2278,37.41,140.97,0.2808,0.1737
14.183,guard_position,1.3177,0.2077,0.7627,39.1,91.63,0.1251,1.3177
14.2163,guard_position,1.1327,0.1602,0.6465,46.17,45.81,0.076,1.1327
14.2497,guard_position,1.7291,0.1417,0.9354,45.31,73.85,0.0575,1.7291
14.2831,forward_movement,1.006,0.233,0.6195,42.21,71.65,0.2479,1.006
14.3164,forward_movement,1.0228,0.1735,0.5981,35.29,94.06,0.0786,1.0228
14.3498,guard_position,0.2786,0.0666,0.1726,31.4,88.87,0.1831,0.2786
14.3832,backward_movement,0.3006,0.346,0.3233,29.75,98.04,0.3006,0.1691
14.4166,forward_movement,0.7828,0.1012,0.442,33.73,87.64,0.2891,0.7828
14.4499,kick_low,0.2554,1.0811,0.6682,32.39,104.85,0.1201,0.2554
14.4833,backward_movement,0.9118,0.8502,0.881,30.53,91.4,0.208,0.9118
14.5167,guard_position,1.305,0.144,0.7245,31.01,56.65,0.338,1.305
14.55,punch_right,2.3492,0.0917,1.2204,24.62,122.43,0.3112,2.3492
14.5834,guard_position,0.932,0.2027,0.5673,12.71,111.75,0.4756,0.932
14.6168,forward_movement,0.9818,0.2884,0.6351,26.85,104.49,0.4085,0.9818
14.6502,guard_position,2.5081,0.5444,1.5262,29.6,53.51,0.1669,2.5081
14.6835,kick_low,0.4773,2.8361,1.6567,29.44,83.8,0.3086,0.4773
14.7169,kick_low,0.2734,7.5365,3.9049,29.41,71.27,0.2734,0.2038
14.7503,kick_low,0.6555,4.5946,2.6251,24.5,79.09,0.2876,0.6555
14.7836,kick_low,1.9344,4.2555,3.095,36.34,81.79,0.3174,1.9344
14.817,forward_movement,0.2899,0.1487,0.2193,33.27,90.01,0.2217,0.2899
14.8504,guard_position,0.4303,0.1945,0.3124,27.22,96.25,0.2275,0.4303
14.8838,backward_movement,0.2869,0.1903,0.2386,26.95,99.06,0.2869,0.0193
14.9171,guard_position,0.3955,0.11,0.2527,25.8,103.02,0.3955,0.2876
14.9505,backward_movement,1.0558,0.3059,0.6808,36.74,119.3,1.0558,0.3233
14.9839,guard_position,0.7705,0.1792,0.4749,19.81,113.99,0.7705,0.3966
15.0172,forward_movement,0.5077,0.0627,0.2852,19.22,128.84,0.0537,0.5077
15.0506,guard_position,0.9716,0.1453,0.5585,22.21,111.37,0.2199,0.9716
15.084,backward_movement,0.7167,0.1582,0.4375,24.88,101.05,0.1875,0.7167
15.1174,backward_movement,0.7858,0.1433,0.4645,31.66,85.01,0.3272,0.7858
15.1507,forward_movement,1.0588,0.5552,0.807,35.64,98.68,0.0701,1.0588
15.1841,punch_right,2.2012,0.2939,1.2475,36.49,111.04,0.0324,2.2012
15.2175,guard_position,0.5455,0.1304,0.338,38.2,137.03,0.0474,0.5455
15.2508,kick_low,0.3059,0.9014,0.6037,33.74,135.05,0.1044,0.3059
15.2842,guard_position,2.1193,0.6487,1.384,33.31,85.72,0.0062,2.1193
15.3176,kick_low,1.6472,8.4684,5.0578,34.61,125.85,0.2369,1.6472
15.351,kick_low,0.1156,1.0916,0.6036,33.44,104.28,0.0443,0.1156
15.3843,kick_low,1.629,3.523,2.576,29.89,69.81,0.1747,1.629
15.4177,forward_movement,0.9788,0.4844,0.7316,25.38,90.28,0.0624,0.9788
15.4511,guard_position,1.2998,0.3613,0.8305,36.37,85.59,0.2879,1.2998
15.4844,forward_movement,0.4306,0.6247,0.5277,37.0,93.63,0.2163,0.4306
15.5178,kick_low,0.5235,4.4235,2.4735,28.8,85.42,0.1786,0.5235
15.5512,kick_low,2.591,4.8099,3.7005,31.62,92.84,0.2914,2.591
15.5846,forward_movement,0.34,0.3098,0.3249,21.98,92.73,0.0478,0.34
15.6179,guard_position,1.9705,0.0876,1.029,34.86,87.13,0.8419,1.9705
15.6513,guard_position,2.3263,0.2398,1.283,53.05,61.43,1.0795,2.3263
15.6847,guard_position,1.5542,0.2795,0.9168,85.36,42.78,1.5542,0.7999
15.7181,guard_position,1.1101,0.3072,0.7086,93.52,0.57,0.6463,1.1101
15.7514,guard_position,3.1133,0.5735,1.8434,117.52,95.79,2.924,3.1133
15.7848,kick_low,2.5918,2.6283,2.61,169.71,113.14,2.5918,1.6777
15.8182,kick_low,15.951,8.6807,12.3159,176.95,174.64,15.951,15.4965
15.8515,guard_position,0.0,0.0,0.0,180.0,180.0,0.0,0.0
15.8849,kick_low,16.7049,9.3405,13.0227,150.57,28.24,16.7049,13.0246
15.9183,kick_low,11.3744,7.0386,9.2065,137.03,79.87,11.3744,7.1342
15.9517,kick_low,11.4049,5.2945,8.3497,20.67,95.98,4.9961,11.4049
15.985,kick_low,8.7567,2.6447,5.7007,157.93,141.82,6.0419,8.7567
16.0184,kick_low,4.4346,2.5767,3.5056,149.69,154.61,3.1662,4.4346
16.0518,kick_low,3.3059,6.2921,4.799,140.46,172.09,3.093,3.3059
16.0851,kick_low,4.6586,2.3804,3.5195,129.35,172.55,4.6586,0.2733
16.1185,kick_low,13.0818,21.834,17.4579,146.79,14.59,6.327,13.0818
16.1519,kick_low,13.7105,9.4905,11.6005,141.22,179.45,12.1447,13.7105
16.1853,guard_position,0.0,0.0,0.0,180.0,180.0,0.0,0.0
16.2186,kick_low,22.1083,31.5983,26.8533,86.99,173.2,21.5785,22.1083
16.252,kick_low,3.1874,6.9786,5.083,55.75,145.35,0.7153,3.1874
16.2854,kick_low,4.4759,8.2661,6.371,57.83,134.97,0.5343,4.4759
16.3187,kick_low,3.1881,1.5444,2.3663,77.39,41.9,0.9641,3.1881
16.3521,kick_low,8.4679,5.1864,6.8271,175.77,145.3,8.4679,6.6202
16.3855,kick_low,3.9425,3.2811,3.6118,158.37,164.33,0.7622,3.9425
16.4189,kick_low,3.9499,1.4777,2.7138,162.15,162.43,3.9499,0.8438
16.4522,kick_low,4.4007,1.9439,3.1723,174.82,178.2,4.4007,3.3624
16.4856,punch_right,2.7963,0.3716,1.5839,150.13,165.72,0.7799,2.7963
16.519,guard_position,5.7109,0.5886,3.1497,5.42,18.35,5.7109,3.166
16.5523,kick_low,1.4615,1.1868,1.3241,9.14,96.58,1.2494,1.4615
16.5857,kick_low,6.0505,7.2985,6.6745,16.02,146.83,2.1333,6.0505
16.6191,guard_position,5.3893,0.8414,3.1153,54.06,67.6,1.2843,5.3893
16.6525,guard_position,2.2649,0.2743,1.2696,30.02,38.03,0.2931,2.2649
16.6858,backward_movement,0.9962,0.5959,0.7961,22.47,74.66,0.5368,0.9962
16.7192,punch_right,1.5806,0.2956,0.9381,21.83,119.15,0.3964,1.5806
16.7526,backward_movement,0.6424,0.1787,0.4105,34.97,122.19,0.1521,0.6424
16.7859,guard_position,0.972,0.2773,0.6246,38.38,92.04,0.0631,0.972
16.8193,punch_right,1.3269,0.3906,0.8587,36.36,133.74,0.4789,1.3269
16.8527,guard_position,0.6533,0.3197,0.4865,41.66,103.75,0.2349,0.6533
16.8861,guard_position,0.7247,0.3543,0.5395,48.17,98.19,0.1472,0.7247
16.9194,guard_position,0.1515,0.3929,0.2722,48.84,99.57,0.1515,0.133
16.9528,backward_movement,0.8509,0.3386,0.5948,42.24,57.52,0.3408,0.8509
16.9862,backward_movement,0.7854,0.1915,0.4884,42.01,122.36,0.2464,0.7854
17.0195,guard_position,1.1483,0.0784,0.6134,40.7,28.22,0.1292,1.1483
17.0529,kick_low,0.5028,7.4957,3.9992,35.68,0.77,0.2547,0.5028
17.0863,backward_movement,0.4452,0.299,0.3721,41.28,10.34,0.1763,0.4452
17.1197,kick_low,0.5977,7.965,4.2814,42.89,161.87,0.1052,0.5977
17.153,guard_position,2.17,0.4935,1.3317,48.82,73.3,0.2568,2.17
17.1864,guard_position,2.6936,0.3861,1.5398,46.84,31.66,0.326,2.6936
17.2198,backward_movement,0.6939,0.3832,0.5385,64.83,33.08,0.1301,0.6939
17.2531,guard_position,1.6308,0.3651,0.998,61.46,48.96,0.4522,1.6308
17.2865,kick_low,1.098,7.8135,4.4558,51.35,63.01,0.2447,1.098
17.3199,kick_low,0.9734,4.2522,2.6128,53.09,51.88,0.2002,0.9734
17.3533,kick_low,0.6193,4.2298,2.4246,46.65,50.89,0.6193,0.5341
17.3866,backward_movement,0.1856,0.422,0.3038,44.89,50.41,0.1856,0.0455
17.42,kick_low,0.2983,7.7832,4.0408,41.21,73.84,0.2717,0.2983
17.4534,forward_movement,0.2596,0.8793,0.5695,40.43,86.09,0.2596,0.2489
17.4867,kick_low,0.4231,4.6087,2.5159,40.64,72.24,0.4231,0.2335
17.5201,kick_low,0.6756,4.974,2.8248,36.7,78.81,0.1953,0.6756
17.5535,kick_low,0.4988,7.1357,3.8172,38.35,87.63,0.1153,0.4988
17.5869,forward_movement,0.3113,0.2003,0.2558,35.58,85.47,0.3113,0.2794
17.6202,forward_movement,0.4634,0.3341,0.3987,44.31,65.55,0.4634,0.2403
17.6536,forward_movement,0.3715,0.6393,0.5054,48.36,47.92,0.2722,0.3715
17.687,backward_movement,0.3028,0.1981,0.2505,43.64,48.37,0.2644,0.3028
17.7203,backward_movement,0.1977,0.2721,0.2349,47.06,50.1,0.1977,0.066
17.7537,kick_low,0.4207,0.982,0.7013,42.09,48.58,0.2523,0.4207
17.7871,kick_low,0.4158,6.4967,3.4562,43.87,60.69,0.4158,0.1178
17.8205,kick_low,0.3172,2.7506,1.5339,49.38,68.99,0.1002,0.3172
17.8538,kick_low,0.1999,3.8587,2.0293,45.2,65.61,0.1999,0.1379
17.8872,kick_low,0.1634,2.9886,1.576,42.52,53.67,0.1634,0.0651
17.9206,kick_low,0.7638,1.2256,0.9947,40.83,71.73,0.7638,0.2395
17.954,kick_low,1.0053,1.2938,1.1495,27.47,63.55,0.0514,1.0053
17.9873,guard_position,0.0914,0.7037,0.3976,29.56,66.52,0.0914,0.0529
18.0207,kick_low,0.5371,6.6648,3.6009,26.44,44.58,0.5371,0.0887
18.0541,backward_movement,0.7173,0.2559,0.4866,28.58,39.09,0.2292,0.7173
18.0874,kick_low,0.3328,1.339,0.8359,32.36,48.91,0.3328,0.317
18.1208,kick_low,0.3519,4.2472,2.2996,31.25,51.35,0.2085,0.3519
18.1542,kick_low,0.3231,1.0872,0.7052,36.63,62.64,0.1539,0.3231
18.1876,kick_low,0.3968,6.6989,3.5478,38.29,55.97,0.1345,0.3968
18.2209,guard_position,0.3274,0.6836,0.5055,42.96,61.87,0.1,0.3274
18.2543,guard_position,2.3089,0.3391,1.324,35.62,62.08,0.1736,2.3089
18.2877,kick_low,0.8646,1.9111,1.3878,33.12,45.84,0.3664,0.8646
18.321,backward_movement,0.7475,0.3723,0.5599,25.49,70.57,0.5944,0.7475
18.3544,kick_low,0.5604,4.9795,2.77,18.32,27.69,0.5362,0.5604
18.3878,kick_low,0.6024,3.0113,1.8068,18.45,45.63,0.0514,0.6024
18.4212,kick_low,2.1108,1.3253,1.718,22.18,37.59,0.0953,2.1108
18.4545,kick_low,0.5985,4.2643,2.4314,25.13,64.9,0.5985,0.4239
18.4879,kick_low,0.8706,2.5601,1.7154,46.01,34.75,0.8706,0.1507
18.5213,kick_low,0.3573,2.1107,1.234,43.23,37.22,0.2615,0.3573
18.5546,kick_low,2.1261,3.9768,3.0514,56.21,82.56,2.1261,1.0474
18.588,kick_low,1.9764,2.0853,2.0309,81.21,27.93,1.9764,1.2193
18.6214,kick_low,8.3298,2.4797,5.4048,170.81,177.58,7.1622,8.3298
18.6548,kick_low,4.3667,2.5059,3.4363,171.91,141.54,4.3667,4.3074
18.6881,kick_low,2.2589,2.4527,2.3558,160.55,156.12,2.2589,1.4529
18.7215,guard_position,5.27,0.7644,3.0172,176.63,89.83,1.6314,5.27
18.7549,punch_left,4.9606,0.8915,2.926,174.29,121.25,4.9606,3.5969
18.7882,guard_position,0.0,0.0,0.0,180.0,180.0,0.0,0.0
18.8216,kick_low,7.2073,4.8742,6.0408,39.16,70.96,7.2073,4.4046
18.855,backward_movement,1.009,0.3829,0.6959,41.09,70.22,0.249,1.009
18.8884,guard_position,0.9039,0.2258,0.5648,37.67,90.62,0.4692,0.9039
18.9217,guard_position,1.1455,0.3883,0.7669,38.23,57.52,0.2408,1.1455
18.9551,kick_low,0.6539,2.4654,1.5596,35.26,67.72,0.3408,0.6539
18.9885,kick_low,0.2754,1.6248,0.9501,37.24,53.33,0.1318,0.2754
19.0218,kick_low,0.396,4.2275,2.3117,41.39,53.87,0.396,0.3907
19.0552,backward_movement,0.2914,0.6893,0.4904,35.03,55.15,0.286,0.2914
19.0886,kick_low,0.3496,3.2724,1.811,43.27,61.15,0.2534,0.3496
19.122,guard_position,0.6954,0.7579,0.7267,34.46,63.82,0.6954,0.2408
19.1553,kick_low,0.2624,3.0607,1.6615,39.14,65.53,0.2624,0.0373
19.1887,guard_position,0.2432,0.4941,0.3686,42.52,56.15,0.1422,0.2432
19.2221,kick_low,0.1662,3.2149,1.6905,43.72,65.87,0.1662,0.1576
19.2554,kick_low,0.4677,3.0915,1.7796,40.45,59.51,0.067,0.4677
19.2888,kick_low,0.2747,1.4645,0.8696,35.3,68.06,0.0774,0.2747
19.3222,kick_low,0.1772,0.9629,0.5701,30.72,64.87,0.1772,0.1705
19.3556,kick_low,0.549,2.6465,1.5977,29.7,74.85,0.0609,0.549
19.3889,kick_low,0.1671,5.0453,2.6062,29.35,79.3,0.0824,0.1671
19.4223,forward_movement,0.2724,0.149,0.2107,31.33,66.31,0.2724,0.2308
19.4557,backward_movement,0.3102,0.4613,0.3857,30.76,67.91,0.1913,0.3102
19.489,forward_movement,0.4246,0.2975,0.361,29.94,74.48,0.1921,0.4246
19.5224,forward_movement,0.1616,0.3683,0.2649,23.52,44.69,0.0963,0.1616
19.5558,guard_position,0.3227,0.4875,0.4051,22.44,27.62,0.2484,0.3227
19.5892,kick_low,0.3456,1.7166,1.0311,21.73,56.77,0.3456,0.1314
19.6225,kick_low,0.453,1.0236,0.7383,22.55,61.94,0.453,0.4043
19.6559,kick_low,0.5232,2.2039,1.3636,23.06,66.86,0.3691,0.5232
19.6893,kick_low,0.6236,6.3124,3.468,24.91,55.38,0.3574,0.6236
19.7226,kick_low,4.8364,2.0095,3.4229,116.25,99.71,4.8364,0.2589
19.756,kick_low,6.5589,2.8241,4.6915,123.65,177.4,2.3914,6.5589
19.756,guard_position,0.0,0.0,0.0,57.31,133.9,0.0,0.0
19.7894,kick_low,6.8446,5.6582,6.2514,32.8,62.96,6.8446,6.4735
19.8228,kick_low,1.4687,1.3474,1.408,1.85,42.79,1.4687,0.1841
19.8561,backward_movement,0.909,0.5126,0.7108,16.32,54.53,0.909,0.3853
19.8895,kick_low,0.2263,1.6815,0.9539,25.55,41.48,0.2263,0.1345
19.9229,guard_position,0.5008,0.8514,0.6761,27.93,38.77,0.5008,0.0403
19.9563,forward_movement,0.5633,0.668,0.6157,26.79,31.49,0.3694,0.5633
19.9896,forward_movement,0.7325,0.5877,0.6601,27.43,43.48,0.0954,0.7325
20.023,kick_low,0.5965,4.2665,2.4315,28.63,25.4,0.5965,0.1678
20.0564,kick_low,0.2239,4.1386,2.1813,26.0,36.76,0.2239,0.166
20.0897,kick_low,0.1681,2.5435,1.3558,26.36,36.38,0.1681,0.0213
20.1231,kick_low,0.1767,0.9662,0.5715,28.26,55.59,0.1767,0.08
20.1565,kick_low,0.452,1.3215,0.8868,31.85,62.75,0.1668,0.452
20.1899,kick_low,0.17,4.7544,2.4622,34.61,60.15,0.084,0.17
20.2232,kick_low,0.2171,2.823,1.52,39.44,62.15,0.2117,0.2171
20.2566,kick_low,0.2786,2.3505,1.3145,38.45,59.85,0.0681,0.2786
20.29,forward_movement,0.1856,0.6278,0.4067,41.46,53.71,0.1487,0.1856
20.3233,guard_position,0.2215,0.453,0.3373,41.91,57.61,0.2125,0.2215
20.3567,kick_low,0.1671,6.1333,3.1502,40.25,62.14,0.0605,0.1671
20.3901,forward_movement,0.2837,0.5532,0.4185,37.37,65.28,0.1516,0.2837
20.4235,kick_low,0.3534,2.2262,1.2898,38.9,59.57,0.1957,0.3534
20.4568,kick_low,0.2183,2.6041,1.4112,39.94,65.17,0.2183,0.1439
20.4902,guard_position,0.2171,0.5004,0.3587,38.21,72.94,0.0849,0.2171
20.5236,forward_movement,0.339,0.6176,0.4783,36.66,71.27,0.1533,0.339
20.5569,kick_low,0.3798,4.3745,2.3771,35.77,76.56,0.3798,0.3663
20.5903,kick_low,2.72,4.1352,3.4276,35.61,110.58,0.4217,2.72
20.6237,forward_movement,0.422,0.385,0.4035,34.11,107.72,0.2849,0.422
20.6571,forward_movement,0.5175,0.5179,0.5177,33.3,102.69,0.2773,0.5175
20.6904,kick_low,0.8735,4.944,2.9088,33.43,78.75,0.282,0.8735
20.7238,kick_low,1.9434,3.4215,2.6825,38.26,91.08,0.4675,1.9434
20.7572,forward_movement,0.1842,0.5898,0.387,37.45,88.44,0.1842,0.1426
20.7905,backward_movement,0.2676,0.5105,0.389,41.91,90.97,0.065,0.2676
20.8239,kick_low,0.5899,2.5341,1.562,38.57,84.18,0.5746,0.5899
20.8573,kick_low,0.7122,4.7551,2.7337,39.94,85.27,0.3225,0.7122
20.8907,backward_movement,0.8715,0.4127,0.6421,37.19,90.03,0.3589,0.8715
20.924,guard_position,0.7141,0.7814,0.7477,34.67,80.02,0.193,0.7141
20.9574,forward_movement,1.0492,0.7995,0.9243,36.97,70.99,0.2101,1.0492
20.9908,kick_low,0.4321,0.9411,0.6866,35.5,83.62,0.1656,0.4321
21.0241,guard_position,0.7964,0.177,0.4867,34.19,84.8,0.1801,0.7964
21.0575,backward_movement,0.563,0.852,0.7075,30.74,80.93,0.2984,0.563
21.0909,kick_low,0.6573,0.9093,0.7833,32.45,91.31,0.0592,0.6573
21.1243,guard_position,0.3003,0.2555,0.2779,34.2,90.52,0.0405,0.3003
21.1576,guard_position,0.3831,0.1405,0.2618,35.23,87.17,0.1733,0.3831
21.191,forward_movement,0.2733,0.6195,0.4464,36.13,90.52,0.1319,0.2733
21.2244,guard_position,0.4111,0.4969,0.454,35.92,81.75,0.0658,0.4111
21.2577,kick_low,1.3807,1.6929,1.5368,36.64,73.43,0.1071,1.3807
21.2911,kick_low,0.3134,0.9164,0.6149,41.34,74.65,0.2959,0.3134
21.3245,guard_position,1.9035,0.1018,1.0027,49.23,84.92,0.4991,1.9035
