timestamp,action_type,hand_speed,leg_speed,movement_intensity
0.0,guard_position,0.7111124256986188,0.5556150458503892,0.6333637357745041
1.0984941641938675,punch_left,1.516660318060712,0.349820920700188,0.9332406193804501
1.1983572700296736,backward_movement,0.7671892531560895,0.6884981448616583,0.7278436990088739
1.2982203758654798,guard_position,0.31875054316371065,0.40961402107759337,0.364182282120652
1.9972621167161226,kick_low,0.379653554954821,1.0299113527734995,0.7047824538641603
2.097125222551929,forward_movement,0.8354812555745994,0.7810287236884689,0.8082549896315341
2.2968514342235413,kick_low,0.849099412492808,2.2046694272830716,1.5268844198879399
2.496577645895153,guard_position,0.6657066804918567,0.8391911188411849,0.7524488996665208
2.5964407517309596,kick_low,0.3998012222971625,1.0480297776263863,0.7239154999617744
2.6963038575667655,backward_movement,0.7937347936554843,0.679819266094831,0.7367770298751577
2.896030069238378,guard_position,0.8206108535263733,0.5455735595475821,0.6830922065369778
2.995893175074184,punch_right,1.2498652140888142,0.1381418883610798,0.6940035512249471
3.09575628090999,guard_position,0.5895082919066577,0.38617023025170627,0.48783926107918196
3.794798021760633,kick_low,0.31181977285776363,1.2683212317700332,0.7900705023138984
3.9945242334322453,guard_position,0.446683209592939,0.5087826786624126,0.47773294412767575
4.194250445103858,backward_movement,0.5273490025275297,0.5448607400706551,0.5361048712990923
4.39397665677547,guard_position,0.593247200946378,0.6119350200601865,0.6025911105032822
5.492470820969338,kick_low,0.16967024774686604,1.1626181497530674,0.6661441987499668
5.592333926805144,punch_left,1.4317046428406555,0.2437076889182632,0.8377061658794593
5.69219703264095,guard_position,0.28927961465128205,0.312049419299751,0.30066451697551655
5.792060138476756,backward_movement,0.17505092639213565,0.481834550900211,0.32844273864617335
5.891923244312562,guard_position,0.3463087607928625,0.3957547927778564,0.3710317767853594
6.9904174085064295,punch_right,1.760003670145407,0.5268736983470073,1.143438684246207
7.090280514342235,forward_movement,1.671767960113309,1.753237625802918,1.7125027929581136
7.190143620178042,punch_right,1.5280540271649494,0.4781782598982255,1.0031161435315874
7.389869831849654,guard_position,0.7745592174085036,0.6766416939038234,0.7256004556561635
7.589596043521266,backward_movement,0.7690158064613932,0.4731590994049317,0.6210874529331625
7.889185361028685,punch_right,1.1520430702341333,0.4065236106135622,0.7792833404238477
7.9890484668644905,guard_position,0.3249610023585358,0.4588789014025229,0.39191995188052936
8.28863778437191,kick_low,0.07500280362110635,1.3100272857752644,0.6925150446981854
8.388500890207716,guard_position,0.3354218111782054,0.436970713154469,0.3861962621663372
8.78795331355094,punch_left,1.6255474253197373,0.652776561903822,1.1391619936117796
8.987679525222552,kick_low,0.7340001342329028,1.7171635400329701,1.2255818371329363
9.387131948565777,guard_position,0.169782111414053,0.6171507953368169,0.39346645337543495
10.08617368941642,kick_low,0.18482935793286334,1.0096559376891636,0.5972426478110134
10.186036795252226,guard_position,0.23848966034312394,0.363275772530968,0.30088271643704595
10.385763006923838,kick_low,0.310458328612328,2.669544226296755,1.4900012774545415
10.58548921859545,guard_position,0.2377160773573349,0.5930876992253916,0.41540188829136326
11.08480474777448,kick_low,0.20776842594843775,1.2713366546128548,0.7395525402806462
11.284530959446093,guard_position,0.21870562108615024,0.3301588918545814,0.27443225647036584
11.484257171117706,backward_movement,0.2626747057730524,0.2992102614403778,0.28094248360671514
11.584120276953511,punch_left,1.6211381238298506,0.2846488685274534,0.9528934961786519
11.683983382789318,backward_movement,0.8949440699975221,0.8216308032093201,0.8582874366034211
11.783846488625125,guard_position,0.6125788724414725,0.693705717662106,0.6531422950517892
11.983572700296737,punch_right,1.1619640374808071,0.47275217680086484,0.817358107140836
12.083435806132542,guard_position,0.953064313247135,0.5076162381878543,0.7303402757174946
12.183298911968349,kick_low,0.7426231562815103,1.29333521258857,1.01797918443504
12.283162017804155,guard_position,0.3892507980397948,0.4923659456759776,0.4408083718578862
12.582751335311572,kick_low,0.25527490518105594,1.2522457631617316,0.7537603341713939
12.782477546983186,guard_position,0.17166745620265167,0.4291105703513042,0.3003890132769779
13.082066864490605,forward_movement,0.38119721895402336,0.4010633844805795,0.39113030171730145
13.18192997032641,guard_position,0.13197062878171,0.4693780533036335,0.30067434104267177
13.781108605341247,kick_low,0.14628034682113292,1.0264265825222059,0.5863534646716694
13.880971711177052,guard_position,0.4076078468624179,0.5062757634123111,0.4569418051373645
14.18056102868447,forward_movement,0.6739271158267913,0.1704196113215263,0.4221733635741588
14.280424134520278,kick_low,1.1307841564794983,1.4041394192975951,1.2674617878885468
14.380287240356084,punch_left,1.8200279921768971,1.3102369330526111,1.5651324626147542
14.48015034619189,forward_movement,1.6865865059038365,1.8890899462864759,1.7878382260951562
14.580013452027696,guard_position,0.460122812761941,0.4952951054565559,0.47770895910924843
14.779739663699308,backward_movement,0.3429126541758635,0.7341912470086884,0.538551950592276
14.879602769535115,kick_low,0.5241253660638862,1.9476731028226617,1.235899234443274
14.97946587537092,backward_movement,0.4347167080715233,0.702509207495952,0.5686129577837377
15.179192087042532,guard_position,0.31422700036023615,0.56477993841253,0.43950346938638307
15.678507616221562,kick_low,0.11423965635330219,1.06302139785167,0.5886305271024861
15.77837072205737,guard_position,0.27165115239195464,0.5394843761241529,0.40556776425805374
16.477412462908013,kick_low,1.171968134874502,4.008907562998651,2.5904378489365767
16.777001780415432,punch_left,1.4523516811826318,0.9159419582909958,1.1841468197368137
16.876864886251237,kick_low,1.4698807663839226,2.515625710072519,1.9927532382282207
16.976727992087042,guard_position,0.5155856178536525,0.5970615730825586,0.5563235954681056
17.176454203758656,forward_movement,0.7854130595247475,0.32249430979901794,0.5539536846618827
17.27631730959446,punch_right,1.04711631721959,0.670902653845027,0.8590094855323085
17.376180415430266,forward_movement,0.9600632263377452,0.11642155983133014,0.5382423930845377
17.476043521266075,guard_position,0.4348988471379685,0.6291842046355955,0.532041525886782
17.57590662710188,punch_left,1.1181826113863227,0.8497808121069388,0.9839817117466307
17.675769732937685,kick_low,0.8745743412326515,1.0727862581145442,0.9736802996735978
17.775632838773493,guard_position,0.22868508971448487,0.2797862881594123,0.2542356889369486
18.674400791295746,kick_low,0.10782831075997935,1.3341441791511128,0.7209862449555461
18.774263897131554,guard_position,0.8894149674311699,0.8921677052442069,0.8907913363376884
18.87412700296736,punch_right,2.384978761529522,1.025820118943156,1.7053994402363388
